Row ID,REGION-CATEGORIA-PRODUCTO,MES,LITROS,AVG_PRECIO_LISTA,AVG_DESC_PORCENTAJE,ORIGEN,LITROS(-1),Prediction (LITROS),REGION,CATEGORIA,PRODUCTO
Row80#0,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,1/4/2026,,"121,500.0",4.0,ESCENARIO 3,144.0,81.6,Antioquia,Agua,ACHE2O Con Gas 1L x 12uds
Row81#0,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,1/5/2026,,"121,500.0",4.0,ESCENARIO 3,144.0,76.4,Antioquia,Agua,ACHE2O Con Gas 1L x 12uds
Row11#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/7/2022,48.0,"17,590.7",1.8,ACTUAL, ,46.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row12#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/8/2022,48.0,"18,025.6",3.4,ACTUAL,48.0,46.5,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row13#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/9/2022,48.0,"18,324.2",5.1,ACTUAL,48.0,50.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row14#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/10/2022,90.0,"18,900.5",6.7,ACTUAL,48.0,69.8,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row15#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/11/2022,54.0,"19,652.2",6.3,ACTUAL,90.0,42.5,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row16#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/12/2022,42.0,"20,286.0",5.3,ACTUAL,54.0,50.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row17#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/1/2023,36.0,"20,618.6",18.0,ACTUAL,42.0,35.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row18#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/2/2023,54.0,"21,325.9",3.8,ACTUAL,36.0,48.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row19#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/3/2023,78.0,"21,818.1",6.2,ACTUAL,54.0,50.9,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row20#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/4/2023,78.0,"22,140.3",9.4,ACTUAL,78.0,66.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row21#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/5/2023,42.0,"22,387.2",3.3,ACTUAL,78.0,40.7,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row22#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/6/2023,84.0,"23,194.4",4.3,ACTUAL,42.0,56.1,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row23#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/7/2023,42.0,"23,802.7",2.1,ACTUAL,84.0,41.6,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row24#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/8/2023,66.0,"24,080.4",8.0,ACTUAL,42.0,58.4,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row25#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/9/2023,48.0,"25,036.7",3.3,ACTUAL,66.0,45.9,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row26#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/10/2023,42.0,"25,487.5",6.1,ACTUAL,48.0,60.9,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row27#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/11/2023,60.0,"26,504.2",4.5,ACTUAL,42.0,53.7,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row28#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/12/2023,48.0,"27,484.1",3.9,ACTUAL,60.0,45.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row29#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/1/2024,30.0,"28,658.0",4.6,ACTUAL,48.0,45.9,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row30#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/2/2024,48.0,"29,006.9",3.5,ACTUAL,30.0,48.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row31#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/3/2024,48.0,"29,954.7",11.5,ACTUAL,48.0,71.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row32#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/4/2024,30.0,"30,556.6",0.0,ACTUAL,48.0,48.7,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row33#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/5/2024,48.0,"31,240.9",0.0,ACTUAL,30.0,52.6,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row34#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/6/2024,42.0,"31,779.4",0.0,ACTUAL,48.0,53.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row35#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/7/2024,30.0,"32,732.3",0.0,ACTUAL,42.0,47.8,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row36#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/8/2024,78.0,"34,002.3",5.7,ACTUAL,30.0,56.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row37#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/9/2024,66.0,"34,873.8",12.3,ACTUAL,78.0,61.8,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row38#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/10/2024,48.0,"36,507.0",7.4,ACTUAL,66.0,71.1,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row39#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/11/2024,60.0,"37,743.5",8.7,ACTUAL,48.0,64.4,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row40#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/12/2024,54.0,"39,127.9",4.8,ACTUAL,60.0,48.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row41#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/1/2025,18.0,"39,640.8",13.7,ACTUAL,54.0,35.6,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row42#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/2/2025,60.0,"40,037.6",7.3,ACTUAL,18.0,59.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row43#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/3/2025,66.0,"40,518.1",6.9,ACTUAL,60.0,61.5,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row44#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/4/2025,24.0,"41,367.8",4.0,ACTUAL,66.0,40.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row45#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/5/2025,36.0,"42,517.9",1.8,ACTUAL,24.0,51.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row46#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/6/2025,,"37,600.0",6.0,ESCENARIO 1,36.0,64.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row47#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/7/2025,,"38,100.0",7.0,ESCENARIO 1,36.0,57.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row48#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/8/2025,,"38,700.0",7.0,ESCENARIO 1,36.0,63.9,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row49#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/9/2025,,"39,200.0",7.0,ESCENARIO 1,36.0,63.5,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row50#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/10/2025,,"39,700.0",7.0,ESCENARIO 1,36.0,65.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row51#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/11/2025,,"40,200.0",7.0,ESCENARIO 1,36.0,59.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row52#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/12/2025,,"40,600.0",6.0,ESCENARIO 1,36.0,52.8,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row53#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/1/2026,,"40,900.0",7.0,ESCENARIO 1,36.0,49.9,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row54#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/2/2026,,"41,200.0",5.0,ESCENARIO 1,36.0,52.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row55#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/3/2026,,"41,500.0",4.0,ESCENARIO 1,36.0,47.8,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row56#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/4/2026,,"42,000.0",3.0,ESCENARIO 1,36.0,46.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row57#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/5/2026,,"42,600.0",2.0,ESCENARIO 1,36.0,51.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row58#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/6/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,51.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row59#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/7/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,43.6,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row60#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/8/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,47.0,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row61#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/9/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,47.4,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row62#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/10/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,51.4,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row63#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/11/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,52.6,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row64#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/12/2025,,"44,700.0",6.0,ESCENARIO 2,36.0,50.1,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row65#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/1/2026,,"44,700.0",6.0,ESCENARIO 2,36.0,43.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row66#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/2/2026,,"44,700.0",6.0,ESCENARIO 2,36.0,46.7,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row67#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/3/2026,,"44,700.0",6.0,ESCENARIO 2,36.0,51.6,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row68#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/4/2026,,"44,700.0",6.0,ESCENARIO 2,36.0,51.5,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row69#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/5/2026,,"44,700.0",6.0,ESCENARIO 2,36.0,52.2,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row70#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/6/2025,,"55,300.0",6.0,ESCENARIO 3,36.0,42.3,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row71#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/7/2025,,"55,300.0",6.0,ESCENARIO 3,36.0,36.7,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
Row72#1,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,1/8/2025,,"55,300.0",6.0,ESCENARIO 3,36.0,39.8,Antioquia,Agua,ACHE2O Con Gas 1L x 6uds
