ID_Cliente,Edad,Ingresos_Anuales,Puntaje_Crediticio,Historial_Pagos,Deuda_Actual,Antiguedad_Laboral,Estado_Civil,Numero_Dependientes,Tipo_Empleo,Solicitud_Credito
68f0118a-bf93-4501-ab86-bae15353c9c1,31,19934.59,677,Regular,31814.08,14,Soltero,1,Fijo,0
7eadd12c-5e8e-473b-b084-49c8faaae887,32,67324.41,525,Regular,25938.0,35,Divorciado,3,Fijo,0
21d26298-749a-4ec1-8a58-f4df28fbfa2d,50,131749.38,586,Regular,47181.85,12,Viudo,4,Desempleado,0
ca22814f-f193-43d1-b236-0cb1a96a4867,56,30637.86,576,Bueno,49714.15,2,Divorciado,2,Desempleado,0
6349bd4b-22da-41c3-8813-67a0fb8f27d0,19,56982.48,317,Regular,3139.2,7,Viudo,5,Desempleado,0
0f8c2b33-415d-4078-97b2-bad6f08b00b2,53,20944.05,807,Regular,26614.79,19,Soltero,5,Temporal,0
f112cac4-a18f-43cb-878b-5c90d75e861f,30,129496.74,751,Bueno,10562.75,35,Soltero,2,Desempleado,1
8a9433de-c56a-48da-b4bb-9e5ae19b0fe0,63,132703.14,753,Malo,14857.71,23,Soltero,2,Autonomo,0
79ab3d4a-accc-46a7-9ed1-1af7f94063fe,59,59994.12,588,Bueno,47629.58,30,Soltero,3,Temporal,0
b757ec61-6091-434f-8cfa-b772bdb2c19e,62,135040.09,700,Bueno,22489.73,32,Soltero,0,Temporal,1
85c2f10b-a1ba-47e3-9bf5-527b0ce71416,52,28918.88,466,Regular,4966.98,6,Casado,5,Desempleado,0
3aad5ed4-767f-47eb-a5a3-98be6d44a51d,44,118434.32,359,Malo,37796.05,25,Soltero,5,Autonomo,0
8737e7b3-0c42-4e74-bbda-62ab3e8a6e40,32,115649.89,759,Bueno,38646.24,23,Casado,5,Desempleado,1
3367b794-4dd8-495b-8d67-12cfe8dc19f0,46,18034.84,443,Bueno,21613.85,27,Casado,5,Desempleado,0
fea040ef-c05a-4979-a14f-56ebf46a2aa9,55,117396.67,712,Regular,12423.29,0,Soltero,5,Fijo,1
94d34419-66e1-4e5e-8e07-1ef802447200,35,101244.87,721,Regular,44098.51,33,Casado,3,Fijo,0
0ae4f211-5883-4aef-98c5-66672cf21be7,69,43329.17,433,Bueno,44033.9,33,Casado,4,Autonomo,0
4edf6584-c91a-4de8-bf75-e6df22f8b614,73,42074.99,440,Malo,40219.24,3,Divorciado,4,Autonomo,0
a8e6b32f-fc0a-4e07-8193-620938886777,18,53686.6,652,Regular,36957.41,16,Divorciado,4,Autonomo,0
f67b870f-29ff-479b-865b-50784f935d61,66,86857.23,319,Bueno,27183.88,4,Soltero,2,Desempleado,0
56a29c3d-f049-406e-8dc5-ada087393091,69,119326.26,394,Malo,14948.88,32,Casado,4,Temporal,0
1efbe682-388b-46c8-9b26-574ec173eced,28,105601.75,803,Malo,34967.97,39,Soltero,4,Autonomo,0
4522f458-0448-4e67-b17e-2d85d309efc5,62,51808.32,785,Bueno,9279.71,2,Viudo,4,Fijo,1
101008f0-94d6-4e25-9697-c3495a6fbdac,45,36261.96,693,Regular,9317.4,8,Casado,1,Fijo,1
87f0e251-23b0-44ce-bc30-71c06dc5c188,39,30452.15,348,Bueno,38296.24,18,Casado,1,Fijo,0
261a3dea-a53d-4c81-9a57-6f70055be860,35,144370.24,464,Regular,21748.24,18,Casado,0,Fijo,0
2dea4714-4f86-4ac5-b461-5501eec327fa,27,90549.48,368,Malo,24036.73,25,Casado,4,Fijo,0
f501771b-e0b9-4be4-a8b6-c0c26495b7b6,31,28820.66,569,Bueno,7444.96,11,Divorciado,0,Autonomo,0
bfa7eee2-f6b7-4866-a1fc-47343932397a,79,88241.38,323,Bueno,40808.6,35,Divorciado,5,Temporal,0
eb1b85e1-18bb-4b5f-a68c-7e770b65fa8f,66,89164.36,706,Malo,15347.7,33,Soltero,5,Fijo,0
23bfd8c5-9ebb-43f3-9fda-a95a816235dd,39,51592.03,836,Regular,42411.38,10,Divorciado,1,Temporal,0
2bd00c01-e0fc-4c90-b2b3-2d9c3c7c9fe2,24,142342.51,846,Malo,12882.86,27,Casado,1,Autonomo,0
8240a629-c73e-450c-bb07-ac613fc633df,23,123540.38,569,Malo,32412.21,4,Casado,5,Fijo,0
6957af95-d59d-4cf4-95a9-63872a0bcf19,42,92501.2,368,Regular,9706.22,29,Viudo,0,Desempleado,0
1cfd0af4-0239-41dd-92ab-a0ebcccbc73d,24,38122.12,499,Bueno,34211.2,13,Casado,2,Desempleado,0
52b7f5c1-072f-47e0-bf55-192c56791d32,40,57035.97,503,Regular,8322.69,16,Casado,2,Desempleado,0
7eb16456-485f-4cbd-b6cd-7077036f9c82,72,135452.82,507,Regular,24745.24,24,Viudo,1,Desempleado,0
96a68f8a-2be3-4825-8834-fe9c619ba6ba,40,87977.91,764,Regular,41021.55,2,Casado,0,Desempleado,0
e1a199e5-7936-4106-863b-f4bcda806a46,56,21848.03,537,Bueno,20323.25,34,Soltero,3,Fijo,0
7b8d80e8-a3c4-4bf9-914f-f011f07a1d63,34,18914.01,391,Regular,22117.16,29,Divorciado,4,Desempleado,0
6d840dbc-448e-4bea-a624-d4357a028cf2,69,136944.48,435,Regular,39244.78,13,Divorciado,2,Desempleado,0
4a8a21d2-d7eb-441f-91d7-73724555b66e,20,21811.56,621,Regular,16363.09,27,Divorciado,1,Autonomo,0
a54f37c5-e52a-4925-9036-71fcbabeb9a5,64,66785.95,666,Regular,4646.22,12,Casado,2,Autonomo,1
0f29a985-387a-4785-a27a-76efbc4b775e,47,26626.14,475,Malo,34652.83,5,Viudo,5,Temporal,0
5d9cf937-b45f-4c98-96be-53a8bd5e7cf8,52,67908.76,507,Malo,23718.58,16,Soltero,4,Temporal,0
b38c635e-f3c7-42e7-8b1b-7dcc66c97cb0,25,110131.48,653,Regular,41239.44,36,Divorciado,2,Temporal,1
962d1838-f538-40f4-97aa-2759976d2760,80,135322.25,710,Malo,15117.64,12,Soltero,3,Desempleado,0
90c844ce-83b2-41f7-9420-f3502a38900a,77,99978.54,411,Malo,30469.2,5,Divorciado,2,Temporal,0
a1411eb9-f205-4b73-823d-7cd4a7e42080,42,108166.86,778,Regular,8438.24,33,Divorciado,2,Temporal,1
b933092f-01f6-422c-a777-d4947d5e5dba,23,75187.9,381,Bueno,19408.52,5,Soltero,5,Fijo,0
6d56f067-472e-4af3-9740-c68e0c1d13a3,53,63009.28,775,Bueno,22293.21,12,Viudo,0,Fijo,1
7cec22f4-5371-46fb-bb54-906f0c6582be,36,59864.83,310,Regular,4415.6,28,Viudo,2,Desempleado,0
b54e8069-d451-4ffc-82bc-ca893692c0aa,71,41749.86,509,Malo,46613.2,8,Viudo,2,Autonomo,0
9a67d27f-2775-4460-a9b1-b9bc6e5691c8,58,117384.34,468,Malo,12862.19,9,Viudo,3,Desempleado,0
3b07f25b-c11e-4d98-b2a1-8561c189b3f0,57,124255.48,404,Bueno,40772.37,37,Soltero,1,Desempleado,0
5d772f0b-aeea-466d-ac2b-adbcc7b1e12c,74,25603.66,380,Bueno,10861.33,12,Soltero,2,Fijo,0
a68366e4-b83b-4a06-9314-044996375c02,73,139575.84,467,Bueno,39658.48,33,Soltero,0,Temporal,0
f91a096e-273a-4a02-b831-039867ad68a0,41,118197.82,300,Regular,30830.23,0,Divorciado,2,Fijo,0
ede3b0f9-9b09-49dc-a2f2-b67fd1e275a1,54,91651.56,688,Malo,16747.97,19,Soltero,5,Fijo,0
cf1f6401-7e8b-4b88-97e1-b1a521420319,30,27543.68,415,Bueno,4592.57,21,Casado,5,Desempleado,0
a7fe00d9-6f6d-4d2a-8d3a-50b6b18c112b,63,123317.32,524,Regular,16351.82,0,Casado,2,Desempleado,0
52b45dbc-606a-4e8a-987d-5a45cce23103,22,109310.92,732,Malo,40404.31,14,Viudo,0,Desempleado,0
e1cc9403-212b-44a4-9795-deefbd819123,20,28130.5,543,Malo,20168.77,0,Divorciado,3,Temporal,0
b363fee0-2c68-4eaa-9b6f-30a492b3271b,60,56902.88,825,Malo,32679.72,33,Casado,1,Autonomo,0
afefbf75-33d3-458c-9a8e-1da81a285dda,32,101996.51,625,Bueno,9799.21,14,Casado,0,Temporal,0
1a09ba10-1a7f-41c2-bc5b-096cc48873ce,67,118476.62,435,Regular,13957.44,17,Casado,3,Temporal,0
42ce0e63-a708-4569-b79a-675d05ce9a14,36,78523.69,778,Malo,47077.42,36,Viudo,5,Desempleado,0
c213a920-bd4b-4b9f-81bf-b70243097248,23,142905.52,807,Bueno,31330.26,7,Casado,5,Autonomo,1
b56c07ff-a100-446d-b3b4-550ab6858878,72,34402.43,653,Malo,39611.94,5,Divorciado,5,Fijo,0
d04196c1-9498-48a8-bc40-355627cd1208,32,135919.62,685,Bueno,29166.8,25,Divorciado,5,Autonomo,1
5e0e5563-49b3-4e33-a45e-de4696f8323a,73,49837.12,424,Regular,555.46,18,Divorciado,3,Autonomo,0
e0008f10-825e-4036-9283-53b4d041378f,24,64065.66,494,Malo,27775.97,31,Viudo,2,Fijo,0
0b7e4040-fe3d-4b76-b44b-96c4c3f38afe,42,39752.66,523,Bueno,28267.31,26,Soltero,0,Temporal,0
d3a90b13-9d88-4c6f-8729-401cc9ee83bd,35,138830.7,758,Malo,18751.57,16,Casado,3,Desempleado,0
27d80bd7-a912-4fb9-b37b-430c43dc2f37,47,59594.27,376,Bueno,38283.62,37,Casado,0,Autonomo,0
ede6fbaa-3a2b-4833-9291-0247e08bec54,58,131206.87,603,Malo,29457.5,11,Viudo,0,Desempleado,0
a47194ff-2555-430c-9baf-f4f7c51271e3,71,58842.75,614,Malo,19523.64,30,Casado,0,Fijo,0
19e9b592-d319-4b0b-bba9-7acb0d0d99bd,41,80813.41,570,Bueno,33383.6,12,Soltero,1,Temporal,0
4c3fb0a3-64b0-4889-865e-eeff31a98b49,28,23824.3,350,Malo,40391.05,35,Soltero,1,Desempleado,0
89b1a8a1-0e8c-4ac3-a232-972a281eafef,41,30239.75,472,Malo,3193.82,26,Divorciado,3,Temporal,0
1c78def9-c3cd-4b0f-aa58-5742f4d6c6f5,40,79618.03,630,Bueno,44868.72,35,Viudo,4,Fijo,0
6becf4cf-f591-4045-a27d-ba9a4a8f4e92,31,129178.45,348,Regular,33064.41,6,Soltero,0,Temporal,0
f5e3ce18-5f49-48d6-9be5-d8712de63be0,60,53104.74,444,Bueno,26888.72,13,Viudo,2,Autonomo,0
eb99188d-5f0e-41ce-9cde-8988b8a41b70,35,62063.08,705,Regular,41989.11,14,Casado,3,Temporal,0
b26a366d-d2e1-4be7-be08-a7ae83a967f2,62,92581.56,601,Regular,28826.93,30,Casado,2,Autonomo,0
74e61b4e-3d84-4e61-a8d8-22baf75bfb03,77,83573.2,822,Malo,39533.54,8,Casado,1,Fijo,0
ff9b6886-bf67-48f3-b09e-03058ab1edf6,61,69767.61,344,Bueno,12149.66,10,Soltero,0,Temporal,0
f6d2bd4f-689f-44d6-ab5d-2508714f7697,59,111426.87,396,Regular,38605.55,40,Divorciado,1,Fijo,0
d17a09a2-0cc9-4a78-aaf3-818acb574609,22,29442.47,741,Bueno,31507.23,31,Divorciado,5,Desempleado,0
c03b72f9-249f-47f7-a050-029e4a4e1a4f,56,90080.23,582,Bueno,44051.21,35,Divorciado,0,Autonomo,0
8a1b5ba9-86db-416b-a458-d5fec62f0e03,58,24574.74,591,Regular,6820.12,6,Divorciado,3,Autonomo,0
a99b7bab-dc47-4ea1-a61b-a5c482c78ed0,28,55785.95,354,Bueno,19185.43,35,Casado,5,Autonomo,0
d6471831-f84a-4895-bfc5-40cedd8912ed,52,77231.61,542,Regular,24532.27,4,Viudo,3,Desempleado,0
9498b8e3-e076-4cb1-8240-7faae12500da,64,94722.35,762,Malo,9286.94,23,Viudo,0,Desempleado,0
f7c7f5a7-733f-4690-8f3d-1e8f4a6dceb7,33,47207.66,509,Malo,2622.63,22,Viudo,2,Fijo,0
cabc4846-dd25-454f-b6dc-3eb88ffed7f2,28,47898.29,556,Bueno,23385.52,13,Casado,5,Fijo,0
91599b71-f51e-439e-b9c3-de50df3e10c5,47,36467.74,404,Malo,11520.19,37,Viudo,4,Autonomo,0
800e367d-2052-438d-8a91-10c4666b7daf,42,80120.58,707,Bueno,35350.13,11,Soltero,0,Desempleado,0
f2c4b883-daef-40cc-aee0-80cea91a29d7,35,23918.09,781,Bueno,38676.9,23,Casado,5,Autonomo,0
272c6886-1b52-4cd6-a084-41689736a8d4,77,43112.15,847,Malo,2661.69,32,Casado,4,Desempleado,0
37337040-b19a-4c6d-afc4-a89aacb59ef6,58,108698.08,410,Regular,19340.31,34,Divorciado,2,Fijo,0
30bf26a4-53df-48c4-88c4-c3569395deff,62,73205.05,445,Bueno,35614.93,15,Viudo,3,Fijo,0
442efaf4-786c-45be-a588-470ec0288293,53,147327.71,774,Bueno,10187.63,2,Divorciado,4,Temporal,1
78a800b8-9f9b-4c60-8ba3-d22e252a9513,32,91573.51,811,Malo,20683.69,11,Soltero,0,Fijo,0
3b6b705a-de44-4fc1-9fe4-b13b074e19b2,61,61197.11,825,Bueno,45995.88,5,Casado,1,Desempleado,0
53d17e03-83dd-4e38-8c98-7168aab0df03,38,108707.98,474,Regular,35342.2,12,Soltero,5,Fijo,0
27a9a354-cd69-4922-85dd-f038850eac65,71,38366.54,491,Regular,49467.93,25,Viudo,4,Temporal,0
17c1bdb1-b2a9-447b-bba5-463018383deb,67,105396.7,376,Bueno,48183.06,31,Soltero,5,Autonomo,0
6cfed97b-20a7-4b84-bd11-fe45006ae570,67,114814.55,314,Malo,24788.62,4,Divorciado,4,Fijo,0
2f8d67ad-a658-41ef-a2ff-116f90538dfb,21,111107.69,465,Bueno,12230.38,26,Soltero,0,Fijo,0
5ebeb458-f7d0-4552-9640-b96aa4bbb910,32,127961.01,394,Bueno,46412.12,3,Viudo,5,Desempleado,0
81775ec5-7e1e-4d61-b860-1708304a124b,70,30433.59,803,Bueno,39361.18,15,Viudo,3,Temporal,0
f02e704e-1bb6-452e-861e-6a6342396bb3,20,95470.19,849,Malo,16392.9,15,Viudo,0,Desempleado,0
950d7882-c74f-481a-a940-08618cec1711,69,58926.04,486,Bueno,19252.11,32,Viudo,4,Fijo,0
0eabdf75-96ba-4606-9bf7-68afb4831644,38,28183.28,404,Regular,40004.15,19,Casado,4,Fijo,0
ed3ee5fa-3879-4978-bf6d-976d65afd2e1,43,75104.19,498,Malo,44473.66,4,Soltero,4,Fijo,0
e4f8b553-ec78-41d4-91ef-8652fa27e873,35,56584.82,567,Malo,33788.98,30,Soltero,0,Fijo,0
2347e4db-32b9-4edf-b484-5a04ebc89500,22,69782.15,831,Regular,22467.78,33,Divorciado,3,Temporal,1
d56ff64a-19ae-4678-9ad5-8c26defec284,31,95764.99,729,Malo,19969.72,29,Viudo,1,Fijo,0
2e74f79b-0ad8-486e-8142-d1283b863f36,76,107543.67,475,Bueno,40972.3,25,Divorciado,2,Fijo,0
bce34949-7424-4f25-b953-a6dc2a05be1c,78,95514.73,648,Regular,45802.77,0,Viudo,1,Autonomo,0
10f465f5-2ced-400c-8369-e7966f0216c6,54,125681.87,803,Regular,49044.89,9,Soltero,0,Temporal,1
b020e4cc-f70e-4c6c-9005-61d9b9ad907c,74,59200.11,748,Malo,41283.74,32,Casado,3,Autonomo,0
791161d8-9980-4a5d-b9cb-0abc64869752,63,102073.53,539,Regular,23018.74,31,Casado,2,Temporal,0
8e58cff3-75cf-4c24-9759-d102b283a1f1,38,23300.1,736,Malo,19268.65,19,Soltero,1,Desempleado,0
2a7d44d1-cf42-4fe0-b761-709a3760d973,31,44377.59,537,Malo,33850.07,38,Soltero,0,Fijo,0
7426d8c6-0640-44f6-9b7c-560dd37378fb,59,33753.76,548,Malo,2705.59,0,Soltero,4,Fijo,0
34a8bc76-60f3-46c2-ade9-5e39479db14a,49,93403.67,417,Malo,17628.09,30,Casado,5,Autonomo,0
0fd42c42-cf98-4623-a698-8ca9f0040349,43,116923.45,827,Malo,3355.19,10,Divorciado,3,Desempleado,0
87fd9d2d-25e4-4306-9e8f-a5eb88328a1f,74,124328.31,481,Malo,36738.03,26,Soltero,3,Fijo,0
3a2608b2-637a-4164-a199-6fd02fd503f3,76,117205.49,626,Regular,45828.2,16,Divorciado,1,Desempleado,0
826bf5be-b5cd-48c3-b76e-502cc2237597,59,104218.99,718,Malo,31860.07,33,Divorciado,1,Temporal,0
00762caa-b344-4edb-974d-ea11c1b8d6d2,47,76151.55,329,Regular,23948.88,32,Soltero,3,Autonomo,0
c24ab237-b9e8-4154-9acd-2717a2988ab4,27,54352.94,646,Regular,21217.45,4,Viudo,4,Fijo,0
588fc632-474d-4744-8ba7-91a897d2fef8,34,98102.24,534,Malo,31957.38,0,Divorciado,3,Desempleado,0
d7309aa5-09ed-4e6a-b5d3-dda39a4fc69a,26,75366.57,760,Malo,47031.96,21,Viudo,3,Temporal,0
f6328b7c-81e5-43ae-a212-390f311a8ae6,33,42764.33,323,Regular,13198.38,1,Casado,3,Autonomo,0
64bf5fe4-e187-467d-9b69-683366b9d49e,65,133452.42,804,Malo,48405.76,15,Viudo,1,Fijo,0
c4b27ebd-c979-4699-a81f-879ccf705bd6,53,55464.27,738,Malo,45774.42,37,Casado,2,Autonomo,0
00e47843-0a82-4bd8-99d6-7269022ac056,52,122236.8,712,Bueno,8280.44,5,Divorciado,4,Autonomo,1
8ec65cd5-f5c6-4150-acc6-73b9b3e8dd56,34,106740.46,421,Regular,1821.05,26,Casado,2,Desempleado,0
f4115be4-9cc6-4a32-b267-7fab75f3ad41,65,138997.72,764,Bueno,20554.34,30,Casado,4,Autonomo,1
14ee872e-a1ce-47d5-a281-9750edc998f4,55,141451.33,789,Bueno,12768.0,34,Casado,5,Desempleado,1
9ca58027-75eb-45d2-9ee9-865268cbd97a,45,111901.81,362,Bueno,21719.65,4,Viudo,3,Fijo,0
6ab6b20e-4e8f-4560-8462-a15c9d218c2b,75,138540.92,712,Regular,9644.15,11,Soltero,0,Autonomo,1
7df33480-8ca8-4898-8670-aed2a89acf41,55,148689.05,808,Bueno,12565.52,33,Casado,0,Desempleado,1
52f79631-5fd5-4c15-8de4-e559b0c9bb3a,43,93668.14,541,Bueno,12659.74,32,Viudo,5,Temporal,0
b65063a2-2102-4b7e-a39c-0d95a0d2468b,41,97551.25,714,Regular,2115.55,15,Viudo,2,Temporal,1
0a1b32c8-7b6d-46bc-9861-a36345cd8c71,32,83907.22,830,Malo,14591.97,28,Viudo,5,Temporal,0
043a8f11-ae05-4ae7-9ef3-ddc2fe53750b,26,129430.96,450,Regular,4389.01,39,Viudo,0,Fijo,0
9312e839-97c1-4615-89fa-53da88ccf7c1,50,130088.2,315,Regular,34249.88,40,Divorciado,0,Temporal,0
7bc6af8c-973a-4c1f-9c8d-6591e3beb935,49,23425.43,673,Regular,21564.69,14,Divorciado,4,Autonomo,0
330fefe4-8ffd-4be5-bb2f-097d213e323e,23,136645.22,302,Regular,12503.0,38,Casado,2,Desempleado,0
fdb59ba6-2439-4214-9b93-57db2ef31231,66,145666.43,685,Malo,35767.94,34,Soltero,4,Desempleado,0
1f9668c1-b0a2-49b8-bd87-6c0434665349,21,15113.85,447,Malo,43272.94,21,Soltero,2,Autonomo,0
21afdbf1-5d4e-4533-8a67-d10aefe05c9b,73,90604.08,386,Bueno,6864.4,40,Viudo,2,Temporal,0
78d63cf1-48b4-4e72-a98f-d91a90ef0d72,25,147123.99,475,Malo,12478.01,36,Casado,4,Temporal,0
090c2490-74a1-436e-a0ee-a93515b6ecb2,27,29809.27,484,Malo,4141.1,14,Soltero,0,Temporal,0
df189901-8c62-40ac-9d7b-435e88c88831,58,53098.25,529,Malo,28721.94,3,Soltero,5,Autonomo,0
7c3b630e-d3f6-4721-89b5-1e1b7c1e7c75,28,19209.94,657,Malo,28582.46,35,Viudo,2,Desempleado,0
60bdba06-de97-4af2-85de-8e42359ccb3a,68,73281.59,635,Bueno,26384.06,9,Divorciado,5,Temporal,0
e58fe528-ec93-45cc-a0b3-b1ab04447187,61,94672.12,463,Bueno,33533.49,11,Soltero,3,Autonomo,0
b3ad8ec7-db4f-422d-b498-963daa1457bb,45,99403.93,388,Regular,32869.86,28,Divorciado,2,Fijo,0
ae6c8260-3220-4702-b6f1-a64d7325793c,56,111089.44,702,Bueno,40223.33,33,Divorciado,0,Autonomo,1
1b7da84c-c79c-4036-a077-0e4fdf084c33,22,69814.41,674,Regular,20442.4,6,Viudo,3,Fijo,1
26f94206-86d8-4e28-bc9d-19ffb6527afa,42,73750.66,315,Bueno,31367.48,17,Casado,3,Desempleado,0
c132ee54-e288-4011-b491-6e92f46cbf08,42,43514.17,643,Malo,11771.62,27,Viudo,4,Desempleado,0
f178bf3f-e13a-4b0f-8a50-f20864dbe5ee,56,38410.36,758,Malo,15829.94,36,Divorciado,1,Temporal,0
2fa1e5bf-de19-47a1-97ac-58bf9795fad2,47,33774.3,407,Malo,42610.88,22,Divorciado,0,Fijo,0
2caaad50-a4b1-4cc6-89ee-90a725508ffb,51,89981.91,571,Regular,15975.23,15,Casado,1,Temporal,0
920af7a7-5916-45e7-a30e-513474de6113,34,128849.24,714,Regular,27171.15,37,Soltero,3,Desempleado,1
00ad0245-2f43-4ed9-9fa3-6e33b76ab174,80,63638.86,453,Bueno,31295.4,20,Soltero,0,Desempleado,0
1f9e7381-304c-42f2-a474-249568cdfa67,53,71326.79,374,Bueno,49444.55,15,Divorciado,5,Autonomo,0
0683efb8-4e5b-4822-ae16-77186e270da1,73,53943.57,835,Regular,45622.05,26,Divorciado,4,Desempleado,0
061387f4-47d3-44f5-8482-07da73532ece,78,132819.32,478,Bueno,41647.78,37,Viudo,2,Desempleado,0
add83287-a5dc-436e-894d-e0fb841972e2,18,31949.14,374,Bueno,35478.62,33,Viudo,1,Desempleado,0
5d2a41cf-0c3d-4bca-a4d3-e8d2c1a62239,61,16566.37,442,Bueno,25035.21,9,Soltero,3,Desempleado,0
77e59cbc-a6bc-4709-aaa3-7c715339e545,64,102532.55,635,Malo,46456.42,15,Soltero,0,Temporal,0
94f2f639-08d9-4576-a349-7c56b322afe9,25,34439.44,707,Regular,44952.14,11,Casado,3,Desempleado,0
4d726c13-e51f-4af9-83e3-50df895840b1,61,134459.97,767,Regular,20537.83,2,Soltero,0,Autonomo,1
dfd103be-f767-4f9a-a7b5-960821f012d4,74,103820.1,340,Regular,49755.16,28,Casado,4,Desempleado,0
decb7dbc-9adc-49e4-bd87-00184ac103d6,52,146621.63,847,Regular,9308.34,10,Viudo,3,Fijo,1
81e86a9d-f05b-4def-a48d-fdc8fdc00737,66,33329.73,574,Bueno,24498.43,40,Divorciado,3,Autonomo,0
f5c9cbc4-50e8-4018-afcb-8ab8946bd436,35,33524.74,540,Malo,29552.19,19,Viudo,0,Desempleado,0
b1c1fa93-e104-4c11-a348-e40924c2de5f,67,123802.12,740,Regular,35833.22,32,Soltero,5,Desempleado,1
d4b503f5-55a2-4c8c-be43-58adce6c1537,59,131120.62,595,Bueno,38970.77,26,Divorciado,4,Autonomo,0
037988af-c4da-4d71-919b-4c3e0d6e220c,39,135633.63,316,Regular,6442.84,6,Viudo,3,Temporal,0
800b728a-5974-4b15-a9d2-fd10b244bfbf,25,108877.72,462,Malo,10222.76,5,Viudo,4,Fijo,0
35694deb-3cd0-4045-958a-c273c3ea5114,36,140591.99,429,Regular,4789.43,21,Casado,1,Desempleado,0
091c7b92-1745-4386-955b-4a1c54a040dc,45,99138.55,338,Malo,20110.59,27,Divorciado,5,Temporal,0
4242b383-6756-4d55-b62f-0385c1b70ee0,28,76343.24,638,Regular,46004.64,10,Divorciado,5,Autonomo,0
fed9f09a-8365-497e-a4a5-f922ceb6ea99,47,72256.83,334,Bueno,37199.24,14,Casado,5,Desempleado,0
d740591e-4a0e-4c97-84b7-6fa0e801c07c,18,125709.64,535,Regular,25270.34,3,Divorciado,3,Desempleado,0
8292fa67-b39b-47c7-b93e-6cffba898868,79,66936.49,743,Malo,48527.14,24,Casado,1,Autonomo,0
c4d834c2-e96e-4d16-acd6-924c2888f2d2,64,45475.02,556,Malo,36833.93,31,Casado,0,Fijo,0
75c78814-f806-4e55-9024-0c0313d79686,74,72344.2,819,Bueno,24553.28,35,Soltero,0,Fijo,1
2d3e45be-2a0b-4cd6-8bd8-03e3cbcb5d30,64,16003.05,598,Bueno,1908.02,1,Divorciado,3,Fijo,0
cc448829-cb07-481d-8005-40db61e492b2,34,82251.19,433,Malo,7555.06,4,Divorciado,2,Autonomo,0
bb7f307f-dad6-4fd7-870d-387ed1c011fa,80,113673.31,605,Bueno,30156.94,36,Divorciado,4,Fijo,0
ba0a5894-1509-43b0-852d-2ee026a54868,50,111137.55,645,Malo,26437.24,17,Casado,5,Fijo,0
3e82838b-dcc2-465f-b79a-010058e0705a,66,51348.81,824,Malo,17478.59,24,Soltero,2,Autonomo,0
9bdf9b44-2ad0-4dc0-b79b-b1ae61aa9a62,29,140086.2,367,Malo,45009.02,31,Casado,2,Temporal,0
b4c6d67b-f41c-41ab-8e62-ba77f541b787,50,92807.57,386,Malo,32715.69,2,Divorciado,3,Desempleado,0
