inventario_id,producto_id,region_id,stock,fecha_actualizacion
362,62,4,147,2025-04-30
363,79,4,176,2025-04-30
364,80,4,217,2025-04-30
365,81,4,129,2025-04-30
366,82,4,343,2025-04-30
367,91,4,382,2025-04-30
368,92,4,175,2025-04-30
369,93,4,392,2025-04-30
370,94,4,359,2025-04-30
371,95,4,199,2025-04-30
372,96,4,65,2025-04-30
373,97,4,77,2025-04-30
374,98,4,468,2025-04-30
375,99,4,493,2025-04-30
376,100,4,222,2025-04-30
377,101,4,95,2025-04-30
378,102,4,377,2025-04-30
379,1,5,285,2025-04-30
380,2,5,488,2025-04-30
381,3,5,263,2025-04-30
382,4,5,134,2025-04-30
383,5,5,331,2025-04-30
384,6,5,281,2025-04-30
385,7,5,134,2025-04-30
386,8,5,458,2025-04-30
387,9,5,114,2025-04-30
388,10,5,183,2025-04-30
389,11,5,200,2025-04-30
390,12,5,164,2025-04-30
391,13,5,113,2025-04-30
392,14,5,392,2025-04-30
393,15,5,476,2025-04-30
394,16,5,412,2025-04-30
395,17,5,456,2025-04-30
396,18,5,401,2025-04-30
397,55,5,207,2025-04-30
398,56,5,126,2025-04-30
399,57,5,195,2025-04-30
400,58,5,392,2025-04-30
401,59,5,274,2025-04-30
402,60,5,454,2025-04-30
403,61,5,362,2025-04-30
404,62,5,152,2025-04-30
405,79,5,456,2025-04-30
406,80,5,396,2025-04-30
407,81,5,350,2025-04-30
408,82,5,477,2025-04-30
409,91,5,137,2025-04-30
410,92,5,420,2025-04-30
411,93,5,352,2025-04-30
412,94,5,217,2025-04-30
413,95,5,484,2025-04-30
414,96,5,219,2025-04-30
415,97,5,184,2025-04-30
416,98,5,99,2025-04-30
417,99,5,481,2025-04-30
418,100,5,389,2025-04-30
419,101,5,396,2025-04-30
420,102,5,183,2025-04-30
421,1,1,396,2025-03-31
422,2,1,186,2025-03-31
423,3,1,294,2025-03-31
424,4,1,158,2025-03-31
425,5,1,362,2025-03-31
426,6,1,336,2025-03-31
427,7,1,70,2025-03-31
428,8,1,139,2025-03-31
429,9,1,345,2025-03-31
430,10,1,161,2025-03-31
431,11,1,350,2025-03-31
432,12,1,126,2025-03-31
433,13,1,226,2025-03-31
434,14,1,392,2025-03-31
435,15,1,197,2025-03-31
436,16,1,150,2025-03-31
437,17,1,295,2025-03-31
438,18,1,166,2025-03-31
439,55,1,141,2025-03-31
440,56,1,450,2025-03-31
441,57,1,77,2025-03-31
442,58,1,474,2025-03-31
443,59,1,499,2025-03-31
444,60,1,74,2025-03-31
445,61,1,107,2025-03-31
446,62,1,346,2025-03-31
447,79,1,183,2025-03-31
448,80,1,380,2025-03-31
449,81,1,298,2025-03-31
450,82,1,87,2025-03-31
451,91,1,439,2025-03-31
452,92,1,478,2025-03-31
453,93,1,124,2025-03-31
454,94,1,191,2025-03-31
455,95,1,371,2025-03-31
456,96,1,217,2025-03-31
457,97,1,308,2025-03-31
458,98,1,422,2025-03-31
459,99,1,404,2025-03-31
460,100,1,274,2025-03-31
461,101,1,201,2025-03-31
462,102,1,68,2025-03-31
463,1,2,195,2025-03-31
464,2,2,497,2025-03-31
465,3,2,290,2025-03-31
466,4,2,421,2025-03-31
467,5,2,430,2025-03-31
468,6,2,393,2025-03-31
469,7,2,286,2025-03-31
470,8,2,84,2025-03-31
471,9,2,239,2025-03-31
472,10,2,50,2025-03-31
473,11,2,202,2025-03-31
474,12,2,478,2025-03-31
475,13,2,482,2025-03-31
476,14,2,175,2025-03-31
477,15,2,394,2025-03-31
478,16,2,449,2025-03-31
479,17,2,275,2025-03-31
480,18,2,270,2025-03-31
481,55,2,452,2025-03-31
482,56,2,456,2025-03-31
483,57,2,260,2025-03-31
484,58,2,74,2025-03-31
485,59,2,65,2025-03-31
486,60,2,231,2025-03-31
487,61,2,378,2025-03-31
488,62,2,178,2025-03-31
489,79,2,91,2025-03-31
490,80,2,452,2025-03-31
491,81,2,467,2025-03-31
492,82,2,385,2025-03-31
493,91,2,285,2025-03-31
494,92,2,409,2025-03-31
495,93,2,488,2025-03-31
496,94,2,451,2025-03-31
497,95,2,83,2025-03-31
498,96,2,394,2025-03-31
499,97,2,430,2025-03-31
500,98,2,94,2025-03-31
501,99,2,183,2025-03-31
502,100,2,70,2025-03-31
503,101,2,171,2025-03-31
504,102,2,119,2025-03-31
505,1,3,401,2025-03-31
506,2,3,410,2025-03-31
507,3,3,97,2025-03-31
508,4,3,88,2025-03-31
509,5,3,336,2025-03-31
510,6,3,59,2025-03-31
511,7,3,79,2025-03-31
512,8,3,293,2025-03-31
513,9,3,323,2025-03-31
514,10,3,493,2025-03-31
515,11,3,137,2025-03-31
516,12,3,293,2025-03-31
517,13,3,430,2025-03-31
518,14,3,378,2025-03-31
519,15,3,64,2025-03-31
520,16,3,53,2025-03-31
521,17,3,240,2025-03-31
522,18,3,217,2025-03-31
523,55,3,58,2025-03-31
524,56,3,158,2025-03-31
525,57,3,186,2025-03-31
526,58,3,203,2025-03-31
527,59,3,437,2025-03-31
528,60,3,258,2025-03-31
529,61,3,321,2025-03-31
530,62,3,192,2025-03-31
531,79,3,148,2025-03-31
532,80,3,426,2025-03-31
533,81,3,357,2025-03-31
534,82,3,118,2025-03-31
535,91,3,296,2025-03-31
536,92,3,310,2025-03-31
537,93,3,325,2025-03-31
538,94,3,128,2025-03-31
539,95,3,195,2025-03-31
540,96,3,160,2025-03-31
541,97,3,307,2025-03-31
542,98,3,142,2025-03-31
543,99,3,62,2025-03-31
544,100,3,309,2025-03-31
545,101,3,475,2025-03-31
546,102,3,158,2025-03-31
547,1,4,379,2025-03-31
548,2,4,238,2025-03-31
549,3,4,144,2025-03-31
550,4,4,154,2025-03-31
551,5,4,57,2025-03-31
552,6,4,116,2025-03-31
553,7,4,240,2025-03-31
554,8,4,415,2025-03-31
555,9,4,305,2025-03-31
556,10,4,58,2025-03-31
557,11,4,166,2025-03-31
558,12,4,316,2025-03-31
559,13,4,148,2025-03-31
560,14,4,347,2025-03-31
561,15,4,446,2025-03-31
562,16,4,213,2025-03-31
563,17,4,425,2025-03-31
564,18,4,190,2025-03-31
565,55,4,317,2025-03-31
566,56,4,86,2025-03-31
567,57,4,123,2025-03-31
568,58,4,122,2025-03-31
569,59,4,357,2025-03-31
570,60,4,248,2025-03-31
571,61,4,179,2025-03-31
572,62,4,295,2025-03-31
573,79,4,361,2025-03-31
574,80,4,109,2025-03-31
575,81,4,328,2025-03-31
576,82,4,152,2025-03-31
577,91,4,345,2025-03-31
578,92,4,369,2025-03-31
579,93,4,390,2025-03-31
580,94,4,200,2025-03-31
581,95,4,206,2025-03-31
582,96,4,255,2025-03-31
583,97,4,228,2025-03-31
584,98,4,246,2025-03-31
585,99,4,272,2025-03-31
586,100,4,138,2025-03-31
587,101,4,336,2025-03-31
588,102,4,483,2025-03-31
589,1,5,325,2025-03-31
590,2,5,285,2025-03-31
591,3,5,232,2025-03-31
592,4,5,258,2025-03-31
593,5,5,179,2025-03-31
594,6,5,202,2025-03-31
595,7,5,62,2025-03-31
596,8,5,171,2025-03-31
597,9,5,408,2025-03-31
598,10,5,269,2025-03-31
599,11,5,155,2025-03-31
600,12,5,424,2025-03-31
601,13,5,119,2025-03-31
602,14,5,244,2025-03-31
603,15,5,235,2025-03-31
604,16,5,148,2025-03-31
605,17,5,131,2025-03-31
606,18,5,124,2025-03-31
607,55,5,423,2025-03-31
608,56,5,389,2025-03-31
609,57,5,241,2025-03-31
610,58,5,374,2025-03-31
611,59,5,263,2025-03-31
612,60,5,364,2025-03-31
613,61,5,493,2025-03-31
614,62,5,431,2025-03-31
615,79,5,416,2025-03-31
616,80,5,367,2025-03-31
617,81,5,193,2025-03-31
618,82,5,433,2025-03-31
619,91,5,265,2025-03-31
620,92,5,410,2025-03-31
621,93,5,373,2025-03-31
622,94,5,64,2025-03-31
623,95,5,266,2025-03-31
624,96,5,488,2025-03-31
625,97,5,84,2025-03-31
626,98,5,232,2025-03-31
627,99,5,319,2025-03-31
628,100,5,482,2025-03-31
629,101,5,407,2025-03-31
630,102,5,149,2025-03-31
631,1,1,56,2025-02-28
632,2,1,79,2025-02-28
633,3,1,354,2025-02-28
634,4,1,193,2025-02-28
635,5,1,160,2025-02-28
636,6,1,281,2025-02-28
637,7,1,228,2025-02-28
638,8,1,121,2025-02-28
639,9,1,259,2025-02-28
640,10,1,269,2025-02-28
641,11,1,129,2025-02-28
642,12,1,132,2025-02-28
643,13,1,91,2025-02-28
644,14,1,322,2025-02-28
645,15,1,240,2025-02-28
646,16,1,222,2025-02-28
647,17,1,56,2025-02-28
648,18,1,204,2025-02-28
649,55,1,59,2025-02-28
650,56,1,83,2025-02-28
651,57,1,85,2025-02-28
652,58,1,458,2025-02-28
653,59,1,55,2025-02-28
654,60,1,457,2025-02-28
655,61,1,451,2025-02-28
656,62,1,264,2025-02-28
657,79,1,183,2025-02-28
658,80,1,334,2025-02-28
659,81,1,175,2025-02-28
660,82,1,458,2025-02-28
661,91,1,488,2025-02-28
662,92,1,386,2025-02-28
663,93,1,223,2025-02-28
664,94,1,201,2025-02-28
665,95,1,380,2025-02-28
666,96,1,75,2025-02-28
667,97,1,432,2025-02-28
668,98,1,164,2025-02-28
669,99,1,431,2025-02-28
670,100,1,333,2025-02-28
671,101,1,436,2025-02-28
672,102,1,124,2025-02-28
673,1,2,215,2025-02-28
674,2,2,238,2025-02-28
675,3,2,127,2025-02-28
676,4,2,484,2025-02-28
677,5,2,139,2025-02-28
678,6,2,225,2025-02-28
679,7,2,70,2025-02-28
680,8,2,103,2025-02-28
681,9,2,233,2025-02-28
682,10,2,408,2025-02-28
683,11,2,271,2025-02-28
684,12,2,364,2025-02-28
685,13,2,377,2025-02-28
686,14,2,228,2025-02-28
687,15,2,325,2025-02-28
688,16,2,161,2025-02-28
689,17,2,273,2025-02-28
690,18,2,263,2025-02-28
691,55,2,108,2025-02-28
692,56,2,376,2025-02-28
693,57,2,442,2025-02-28
694,58,2,158,2025-02-28
695,59,2,434,2025-02-28
696,60,2,206,2025-02-28
697,61,2,240,2025-02-28
698,62,2,249,2025-02-28
699,79,2,361,2025-02-28
700,80,2,245,2025-02-28
701,81,2,84,2025-02-28
702,82,2,428,2025-02-28
703,91,2,436,2025-02-28
704,92,2,295,2025-02-28
705,93,2,286,2025-02-28
706,94,2,153,2025-02-28
707,95,2,56,2025-02-28
708,96,2,332,2025-02-28
709,97,2,50,2025-02-28
710,98,2,268,2025-02-28
711,99,2,279,2025-02-28
712,100,2,221,2025-02-28
713,101,2,136,2025-02-28
714,102,2,90,2025-02-28
715,1,3,172,2025-02-28
716,2,3,380,2025-02-28
717,3,3,347,2025-02-28
718,4,3,422,2025-02-28
719,5,3,466,2025-02-28
720,6,3,227,2025-02-28
721,7,3,112,2025-02-28
722,8,3,214,2025-02-28
723,9,3,236,2025-02-28
724,10,3,432,2025-02-28
725,11,3,258,2025-02-28
726,12,3,276,2025-02-28
727,13,3,481,2025-02-28
728,14,3,438,2025-02-28
729,15,3,97,2025-02-28
730,16,3,273,2025-02-28
731,17,3,52,2025-02-28
732,18,3,421,2025-02-28
733,55,3,224,2025-02-28
734,56,3,495,2025-02-28
735,57,3,148,2025-02-28
736,58,3,165,2025-02-28
737,59,3,319,2025-02-28
738,60,3,496,2025-02-28
739,61,3,417,2025-02-28
740,62,3,302,2025-02-28
741,79,3,366,2025-02-28
742,80,3,464,2025-02-28
743,81,3,144,2025-02-28
744,82,3,322,2025-02-28
745,91,3,429,2025-02-28
746,92,3,73,2025-02-28
747,93,3,165,2025-02-28
748,94,3,200,2025-02-28
749,95,3,387,2025-02-28
750,96,3,99,2025-02-28
751,97,3,255,2025-02-28
752,98,3,384,2025-02-28
753,99,3,128,2025-02-28
754,100,3,119,2025-02-28
755,101,3,76,2025-02-28
756,102,3,320,2025-02-28
757,1,4,99,2025-02-28
758,2,4,341,2025-02-28
759,3,4,296,2025-02-28
760,4,4,313,2025-02-28
761,5,4,128,2025-02-28
762,6,4,436,2025-02-28
763,7,4,239,2025-02-28
764,8,4,96,2025-02-28
765,9,4,410,2025-02-28
766,10,4,403,2025-02-28
767,11,4,401,2025-02-28
768,12,4,238,2025-02-28
769,13,4,465,2025-02-28
770,14,4,305,2025-02-28
771,15,4,271,2025-02-28
772,16,4,421,2025-02-28
773,17,4,290,2025-02-28
774,18,4,318,2025-02-28
775,55,4,50,2025-02-28
776,56,4,83,2025-02-28
777,57,4,495,2025-02-28
778,58,4,128,2025-02-28
779,59,4,285,2025-02-28
780,60,4,383,2025-02-28
781,61,4,426,2025-02-28
782,62,4,398,2025-02-28
783,79,4,147,2025-02-28
784,80,4,131,2025-02-28
785,81,4,464,2025-02-28
786,82,4,241,2025-02-28
787,91,4,302,2025-02-28
788,92,4,458,2025-02-28
789,93,4,87,2025-02-28
790,94,4,63,2025-02-28
791,95,4,441,2025-02-28
792,96,4,396,2025-02-28
793,97,4,359,2025-02-28
794,98,4,435,2025-02-28
795,99,4,258,2025-02-28
796,100,4,406,2025-02-28
797,101,4,138,2025-02-28
798,102,4,105,2025-02-28
799,1,5,143,2025-02-28
800,2,5,142,2025-02-28
801,3,5,389,2025-02-28
802,4,5,134,2025-02-28
803,5,5,494,2025-02-28
804,6,5,294,2025-02-28
805,7,5,71,2025-02-28
806,8,5,340,2025-02-28
807,9,5,321,2025-02-28
808,10,5,355,2025-02-28
809,11,5,171,2025-02-28
810,12,5,177,2025-02-28
811,13,5,162,2025-02-28
812,14,5,476,2025-02-28
813,15,5,322,2025-02-28
814,16,5,385,2025-02-28
815,17,5,491,2025-02-28
816,18,5,179,2025-02-28
817,55,5,181,2025-02-28
818,56,5,134,2025-02-28
819,57,5,472,2025-02-28
820,58,5,399,2025-02-28
821,59,5,439,2025-02-28
822,60,5,130,2025-02-28
823,61,5,374,2025-02-28
824,62,5,118,2025-02-28
825,79,5,197,2025-02-28
826,80,5,497,2025-02-28
827,81,5,65,2025-02-28
828,82,5,356,2025-02-28
829,91,5,154,2025-02-28
830,92,5,214,2025-02-28
831,93,5,250,2025-02-28
832,94,5,246,2025-02-28
833,95,5,475,2025-02-28
834,96,5,234,2025-02-28
835,97,5,371,2025-02-28
836,98,5,314,2025-02-28
837,99,5,412,2025-02-28
838,100,5,149,2025-02-28
839,101,5,391,2025-02-28
840,102,5,369,2025-02-28
841,1,1,263,2025-01-31
842,2,1,327,2025-01-31
843,3,1,211,2025-01-31
844,4,1,488,2025-01-31
845,5,1,206,2025-01-31
846,6,1,471,2025-01-31
847,7,1,300,2025-01-31
848,8,1,415,2025-01-31
849,9,1,146,2025-01-31
850,10,1,67,2025-01-31
851,11,1,376,2025-01-31
852,12,1,498,2025-01-31
853,13,1,432,2025-01-31
854,14,1,146,2025-01-31
855,15,1,50,2025-01-31
856,16,1,265,2025-01-31
857,17,1,181,2025-01-31
858,18,1,309,2025-01-31
859,55,1,174,2025-01-31
860,56,1,131,2025-01-31
861,57,1,332,2025-01-31
862,58,1,220,2025-01-31
863,59,1,108,2025-01-31
864,60,1,81,2025-01-31
865,61,1,210,2025-01-31
866,62,1,333,2025-01-31
867,79,1,155,2025-01-31
868,80,1,154,2025-01-31
869,81,1,488,2025-01-31
870,82,1,277,2025-01-31
871,91,1,237,2025-01-31
872,92,1,119,2025-01-31
873,93,1,367,2025-01-31
874,94,1,339,2025-01-31
875,95,1,136,2025-01-31
876,96,1,419,2025-01-31
877,97,1,411,2025-01-31
878,98,1,105,2025-01-31
879,99,1,162,2025-01-31
880,100,1,62,2025-01-31
881,101,1,489,2025-01-31
882,102,1,67,2025-01-31
883,1,2,231,2025-01-31
884,2,2,162,2025-01-31
885,3,2,278,2025-01-31
886,4,2,220,2025-01-31
887,5,2,344,2025-01-31
888,6,2,238,2025-01-31
889,7,2,475,2025-01-31
890,8,2,128,2025-01-31
891,9,2,195,2025-01-31
892,10,2,456,2025-01-31
893,11,2,231,2025-01-31
894,12,2,335,2025-01-31
895,13,2,299,2025-01-31
896,14,2,403,2025-01-31
897,15,2,363,2025-01-31
898,16,2,245,2025-01-31
899,17,2,372,2025-01-31
900,18,2,120,2025-01-31
901,55,2,297,2025-01-31
902,56,2,195,2025-01-31
903,57,2,155,2025-01-31
904,58,2,312,2025-01-31
905,59,2,345,2025-01-31
906,60,2,119,2025-01-31
907,61,2,242,2025-01-31
908,62,2,117,2025-01-31
909,79,2,354,2025-01-31
910,80,2,101,2025-01-31
911,81,2,419,2025-01-31
912,82,2,412,2025-01-31
913,91,2,334,2025-01-31
914,92,2,454,2025-01-31
915,93,2,383,2025-01-31
916,94,2,58,2025-01-31
917,95,2,300,2025-01-31
918,96,2,480,2025-01-31
919,97,2,381,2025-01-31
920,98,2,347,2025-01-31
921,99,2,484,2025-01-31
922,100,2,233,2025-01-31
923,101,2,228,2025-01-31
924,102,2,247,2025-01-31
925,1,3,177,2025-01-31
926,2,3,69,2025-01-31
927,3,3,460,2025-01-31
928,4,3,471,2025-01-31
929,5,3,377,2025-01-31
