historico_precio_id,producto_id,fecha_actualizacion,precio_base,costo_variable
174,4,2025-03-01,73613.93,15708.34
175,4,2025-04-01,77108.15,15851.79
176,4,2025-05-01,78419.19,15991.64
177,4,2025-06-01,79754.79,16138.7
178,4,2025-07-01,83733.51,16202.77
179,4,2025-08-01,86230.05,16354.53
180,4,2025-09-01,90410.94,16505.98
181,5,2022-01-01,29925.0,16200.0
182,5,2022-02-01,30904.1,16217.38
183,5,2022-03-01,32428.28,16263.53
184,5,2022-04-01,34035.55,16351.89
185,5,2022-05-01,35048.33,16505.36
186,5,2022-06-01,36591.94,16582.61
187,5,2022-07-01,37240.07,16601.29
188,5,2022-08-01,37854.52,16677.48
189,5,2022-09-01,38622.61,16708.53
190,5,2022-10-01,40146.84,16840.66
191,5,2022-11-01,41460.09,16968.19
192,5,2022-12-01,42165.73,17113.46
193,5,2023-01-01,44100.37,17254.99
194,5,2023-02-01,45450.34,17269.96
195,5,2023-03-01,47121.56,17301.87
196,5,2023-04-01,47857.81,17357.86
197,5,2023-05-01,48811.23,17403.13
198,5,2023-06-01,49759.19,17534.31
199,5,2023-07-01,52155.66,17587.25
200,5,2023-08-01,54185.31,17589.26
201,5,2023-09-01,56143.96,17711.11
202,5,2023-10-01,56844.92,17732.05
203,5,2023-11-01,58110.98,17803.94
204,5,2023-12-01,59860.17,17963.31
205,5,2024-01-01,62143.37,18019.17
206,5,2024-02-01,63056.67,18184.25
207,5,2024-03-01,64431.4,18296.02
208,5,2024-04-01,65640.46,18320.46
209,5,2024-05-01,66699.07,18457.45
210,5,2024-06-01,68982.15,18534.2
211,5,2024-07-01,71187.47,18621.46
212,5,2024-08-01,73429.93,18745.12
213,5,2024-09-01,74805.75,18791.51
214,5,2024-10-01,77812.16,18955.59
215,5,2024-11-01,78845.1,19040.27
216,5,2024-12-01,81853.09,19055.14
217,5,2025-01-01,84518.78,19066.91
218,5,2025-02-01,87215.43,19163.29
219,5,2025-03-01,90085.52,19192.01
220,5,2025-04-01,92168.72,19291.87
221,5,2025-05-01,93518.95,19331.5
222,5,2025-06-01,96635.55,19349.08
223,5,2025-07-01,99574.72,19505.55
224,5,2025-08-01,102376.48,19605.66
225,5,2025-09-01,105270.86,19616.98
226,6,2022-01-01,59850.0,32400.0
227,6,2022-02-01,62180.03,32528.29
228,6,2022-03-01,64832.51,32770.89
229,6,2022-04-01,66980.57,32785.73
230,6,2022-05-01,68573.45,32806.63
231,6,2022-06-01,71986.0,33113.24
232,6,2022-07-01,72904.6,33422.44
233,6,2022-08-01,73726.19,33559.09
234,6,2022-09-01,76731.19,33816.09
235,6,2022-10-01,80501.25,34034.5
236,6,2022-11-01,82659.85,34372.41
237,6,2022-12-01,84751.08,34671.32
238,6,2023-01-01,88672.57,34801.56
239,6,2023-02-01,91980.87,35031.87
240,6,2023-03-01,94884.89,35260.82
241,6,2023-04-01,97153.66,35323.75
242,6,2023-05-01,100213.06,35510.56
243,6,2023-06-01,104132.83,35589.64
244,6,2023-07-01,105188.63,35597.73
245,6,2023-08-01,107495.89,35837.48
246,6,2023-09-01,110911.87,36028.11
247,6,2023-10-01,115673.81,36117.28
248,6,2023-11-01,118432.21,36216.84
249,6,2023-12-01,124057.32,36479.42
250,6,2024-01-01,125857.86,36774.71
251,6,2024-02-01,129227.03,37056.42
252,6,2024-03-01,135087.51,37062.22
253,6,2024-04-01,137551.95,37099.61
254,6,2024-05-01,139112.21,37321.39
255,6,2024-06-01,144416.76,37339.56
256,6,2024-07-01,150138.79,37489.76
257,6,2024-08-01,153047.51,37571.21
258,6,2024-09-01,159865.66,37592.42
259,6,2024-10-01,164686.54,37701.16
260,6,2024-11-01,171707.37,37976.95
261,6,2024-12-01,175614.77,38204.02
262,6,2025-01-01,182095.18,38326.53
263,6,2025-02-01,186114.13,38381.44
264,6,2025-03-01,192890.27,38466.28
265,6,2025-04-01,197137.72,38489.73
266,6,2025-05-01,206588.66,38828.33
267,6,2025-06-01,216187.41,39071.39
268,6,2025-07-01,222043.5,39265.04
269,6,2025-08-01,232899.56,39634.75
270,6,2025-09-01,241482.77,39946.2
271,7,2022-01-01,4987.5,2700.0
272,7,2022-02-01,5067.14,2710.16
273,7,2022-03-01,5270.72,2722.99
274,7,2022-04-01,5502.49,2731.18
275,7,2022-05-01,5713.25,2753.19
276,7,2022-06-01,5979.43,2768.67
277,7,2022-07-01,6270.7,2784.1
278,7,2022-08-01,6367.04,2790.86
279,7,2022-09-01,6482.5,2808.91
280,7,2022-10-01,6786.46,2832.71
281,7,2022-11-01,6879.42,2853.24
282,7,2022-12-01,7000.63,2860.9
283,7,2023-01-01,7259.28,2878.15
284,7,2023-02-01,7585.55,2883.57
285,7,2023-03-01,7892.52,2904.46
286,7,2023-04-01,8147.87,2918.38
287,7,2023-05-01,8512.72,2928.1
288,7,2023-06-01,8923.72,2928.55
289,7,2023-07-01,9347.48,2956.72
290,7,2023-08-01,9484.82,2986.27
291,7,2023-09-01,9761.37,2993.51
292,7,2023-10-01,10094.98,2999.63
293,7,2023-11-01,10565.46,3016.19
294,7,2023-12-01,10998.86,3027.67
295,7,2024-01-01,11343.63,3038.55
296,7,2024-02-01,11575.75,3054.13
297,7,2024-03-01,11921.76,3057.14
298,7,2024-04-01,12508.94,3071.49
299,7,2024-05-01,13054.2,3099.57
300,7,2024-06-01,13378.31,3112.4
301,7,2024-07-01,13813.12,3119.29
302,7,2024-08-01,14031.88,3127.42
303,7,2024-09-01,14696.86,3145.53
304,7,2024-10-01,15089.31,3150.32
305,7,2024-11-01,15439.3,3162.29
306,7,2024-12-01,16108.35,3178.08
307,7,2025-01-01,16691.22,3199.84
308,7,2025-02-01,17029.94,3226.13
309,7,2025-03-01,17858.62,3246.83
310,7,2025-04-01,18387.66,3252.29
311,7,2025-05-01,19156.25,3257.8
312,7,2025-06-01,19899.75,3273.71
313,7,2025-07-01,20828.59,3291.46
314,7,2025-08-01,21571.6,3293.39
315,7,2025-09-01,21816.5,3321.28
316,8,2022-01-01,9975.0,5400.0
317,8,2022-02-01,10379.72,5422.27
318,8,2022-03-01,10833.33,5434.82
319,8,2022-04-01,11248.1,5435.32
320,8,2022-05-01,11588.12,5455.6
321,8,2022-06-01,11990.38,5491.98
322,8,2022-07-01,12405.98,5518.52
323,8,2022-08-01,12772.13,5518.88
324,8,2022-09-01,13181.68,5519.53
325,8,2022-10-01,13592.64,5534.69
326,8,2022-11-01,14260.03,5535.64
327,8,2022-12-01,14866.46,5572.95
328,8,2023-01-01,15494.52,5623.65
329,8,2023-02-01,15715.79,5629.07
330,8,2023-03-01,15966.55,5639.87
331,8,2023-04-01,16462.44,5685.85
332,8,2023-05-01,16803.1,5708.42
333,8,2023-06-01,17221.87,5731.6
334,8,2023-07-01,17783.3,5788.36
335,8,2023-08-01,18121.79,5827.95
336,8,2023-09-01,18917.6,5866.05
337,8,2023-10-01,19756.19,5910.61
338,8,2023-11-01,20027.64,5933.03
339,8,2023-12-01,20670.69,5936.36
340,8,2024-01-01,20885.21,5946.53
341,8,2024-02-01,21511.65,5972.33
342,8,2024-03-01,22401.7,6006.12
343,8,2024-04-01,23394.51,6011.85
344,8,2024-05-01,24122.7,6014.41
345,8,2024-06-01,24567.93,6066.62
346,8,2024-07-01,25685.82,6095.47
347,8,2024-08-01,25990.52,6100.0
348,8,2024-09-01,27212.68,6154.86
349,8,2024-10-01,28098.19,6156.89
350,8,2024-11-01,29423.04,6176.25
351,8,2024-12-01,30848.84,6212.51
352,8,2025-01-01,32085.58,6256.79
353,8,2025-02-01,32917.62,6261.6
354,8,2025-03-01,33460.7,6276.66
355,8,2025-04-01,34912.43,6301.09
356,8,2025-05-01,36513.55,6321.99
357,8,2025-06-01,37982.28,6330.84
358,8,2025-07-01,39863.89,6376.69
359,8,2025-08-01,41061.07,6438.82
360,8,2025-09-01,41559.87,6466.96
361,9,2022-01-01,11970.0,6480.0
362,9,2022-02-01,12457.9,6541.87
363,9,2022-03-01,12780.16,6592.47
364,9,2022-04-01,12923.11,6610.49
365,9,2022-05-01,13565.43,6642.92
366,9,2022-06-01,13894.15,6705.44
367,9,2022-07-01,14273.1,6751.02
368,9,2022-08-01,14793.02,6756.81
369,9,2022-09-01,15307.0,6810.73
370,9,2022-10-01,15896.69,6816.32
371,9,2022-11-01,16153.72,6864.83
372,9,2022-12-01,16724.85,6915.61
373,9,2023-01-01,17103.95,6922.98
374,9,2023-02-01,17278.54,6944.32
375,9,2023-03-01,17700.08,6963.05
376,9,2023-04-01,17970.9,6976.1
377,9,2023-05-01,18473.25,7014.8
378,9,2023-06-01,18959.5,7016.64
379,9,2023-07-01,19417.5,7023.17
380,9,2023-08-01,20076.18,7045.96
381,9,2023-09-01,20586.31,7066.52
382,9,2023-10-01,21111.51,7072.51
383,9,2023-11-01,22083.6,7136.53
384,9,2023-12-01,23168.5,7177.35
385,9,2024-01-01,23557.34,7204.68
386,9,2024-02-01,23923.74,7226.38
387,9,2024-03-01,24634.87,7230.95
388,9,2024-04-01,25309.55,7261.4
389,9,2024-05-01,26052.87,7266.99
390,9,2024-06-01,26575.7,7284.91
391,9,2024-07-01,27505.89,7328.17
392,9,2024-08-01,27996.1,7336.01
393,9,2024-09-01,28617.23,7405.62
394,9,2024-10-01,29283.69,7451.55
395,9,2024-11-01,30518.38,7476.11
396,9,2024-12-01,31232.19,7537.08
397,9,2025-01-01,32618.29,7610.51
398,9,2025-02-01,33122.08,7634.91
399,9,2025-03-01,34708.33,7650.24
400,9,2025-04-01,35491.6,7724.03
401,9,2025-05-01,37221.78,7746.54
402,9,2025-06-01,38628.7,7784.58
403,9,2025-07-01,39904.81,7803.45
404,9,2025-08-01,40904.11,7867.16
405,9,2025-09-01,41956.06,7876.12
406,10,2022-01-01,23940.0,12960.0
407,10,2022-02-01,24701.89,13048.35
408,10,2022-03-01,25492.45,13172.7
409,10,2022-04-01,26218.09,13266.01
410,10,2022-05-01,26940.09,13304.66
411,10,2022-06-01,27956.09,13413.62
412,10,2022-07-01,29125.39,13468.5
413,10,2022-08-01,29998.34,13553.8
414,10,2022-09-01,30588.73,13643.07
415,10,2022-10-01,31769.74,13750.72
416,10,2022-11-01,32181.43,13886.95
417,10,2022-12-01,33120.14,13942.61
418,10,2023-01-01,34122.5,14070.94
419,10,2023-02-01,35407.84,14147.44
420,10,2023-03-01,36881.83,14198.3
421,10,2023-04-01,38571.76,14274.53
422,10,2023-05-01,39942.11,14286.66
423,10,2023-06-01,41570.08,14380.61
424,10,2023-07-01,42576.09,14473.65
425,10,2023-08-01,43077.29,14616.01
426,10,2023-09-01,44675.41,14674.42
427,10,2023-10-01,46467.22,14816.13
428,10,2023-11-01,47731.98,14817.69
429,10,2023-12-01,48703.3,14893.36
430,10,2024-01-01,50201.02,14979.82
431,10,2024-02-01,51858.13,15046.6
432,10,2024-03-01,53188.05,15162.81
433,10,2024-04-01,54972.17,15238.69
434,10,2024-05-01,56280.44,15242.43
435,10,2024-06-01,57078.61,15305.83
436,10,2024-07-01,59845.16,15323.6
437,10,2024-08-01,62695.41,15345.31
438,10,2024-09-01,64104.53,15415.18
439,10,2024-10-01,65276.02,15489.62
440,10,2024-11-01,67172.06,15557.49
441,10,2024-12-01,69715.9,15607.1
442,10,2025-01-01,71250.39,15733.55
443,10,2025-02-01,72290.89,15867.16
444,10,2025-03-01,74887.49,15974.6
445,10,2025-04-01,76128.69,16131.77
446,10,2025-05-01,77632.73,16159.91
447,10,2025-06-01,78906.33,16250.38
448,10,2025-07-01,82720.54,16288.06
449,10,2025-08-01,84887.98,16318.1
450,10,2025-09-01,87911.62,16388.62
451,11,2022-01-01,29925.0,16200.0
452,11,2022-02-01,30460.45,16295.94
453,11,2022-03-01,31238.82,16410.78
454,11,2022-04-01,31808.35,16534.24
455,11,2022-05-01,33155.41,16544.58
456,11,2022-06-01,33621.91,16688.85
457,11,2022-07-01,34209.57,16743.25
458,11,2022-08-01,35177.77,16787.18
459,11,2022-09-01,36743.37,16875.77
460,11,2022-10-01,38050.12,16976.51
461,11,2022-11-01,39361.04,17076.16
462,11,2022-12-01,40302.44,17220.54
463,11,2023-01-01,41700.71,17360.67
464,11,2023-02-01,43295.33,17412.31
465,11,2023-03-01,44792.46,17427.07
466,11,2023-04-01,45480.38,17447.61
467,11,2023-05-01,46490.74,17479.55
468,11,2023-06-01,48245.18,17568.84
469,11,2023-07-01,49534.75,17593.06
470,11,2023-08-01,50790.38,17625.74
471,11,2023-09-01,52589.38,17747.96
472,11,2023-10-01,54472.63,17925.42
473,11,2023-11-01,56226.46,18013.19
474,11,2023-12-01,57104.26,18069.86
475,11,2024-01-01,58705.47,18079.55
476,11,2024-02-01,60135.63,18081.28
477,11,2024-03-01,61065.41,18228.68
478,11,2024-04-01,64030.33,18320.81
479,11,2024-05-01,65938.36,18446.25
480,11,2024-06-01,67693.98,18601.18
481,11,2024-07-01,69694.2,18616.56
482,11,2024-08-01,70477.17,18758.24
483,11,2024-09-01,72005.37,18809.8
484,11,2024-10-01,74273.85,18841.44
485,11,2024-11-01,76375.27,18981.34
486,11,2024-12-01,79478.92,19085.69
487,11,2025-01-01,80633.62,19107.49
488,11,2025-02-01,83939.96,19264.8
489,11,2025-03-01,86011.13,19423.27
490,11,2025-04-01,87014.4,19562.92
491,11,2025-05-01,89786.17,19756.55
492,11,2025-06-01,91051.85,19920.54
493,11,2025-07-01,94698.82,19979.85
494,11,2025-08-01,99431.16,20069.71
495,11,2025-09-01,101811.85,20233.63
496,12,2022-01-01,59850.0,32400.0
497,12,2022-02-01,62305.36,32476.77
498,12,2022-03-01,64948.86,32667.71
499,12,2022-04-01,66509.27,32899.9
500,12,2022-05-01,68857.77,32954.51
501,12,2022-06-01,69929.84,33022.6
502,12,2022-07-01,71208.0,33042.2
503,12,2022-08-01,72919.31,33135.08
504,12,2022-09-01,75219.97,33242.32
505,12,2022-10-01,78090.53,33338.5
506,12,2022-11-01,79706.51,33624.55
507,12,2022-12-01,83645.57,33852.96
508,12,2023-01-01,84800.63,34178.89
509,12,2023-02-01,88313.72,34492.91
510,12,2023-03-01,92702.86,34791.98
511,12,2023-04-01,94100.4,35093.31
512,12,2023-05-01,95981.19,35342.96
513,12,2023-06-01,100121.75,35612.09
514,12,2023-07-01,103831.2,35786.4
515,12,2023-08-01,107267.7,35882.56
516,12,2023-09-01,110117.7,36044.75
517,12,2023-10-01,114009.82,36361.99
518,12,2023-11-01,115574.47,36549.48
519,12,2023-12-01,118016.45,36891.71
520,12,2024-01-01,120938.87,37242.27
521,12,2024-02-01,123731.54,37243.19
522,12,2024-03-01,128800.25,37516.08
523,12,2024-04-01,133854.02,37688.07
524,12,2024-05-01,138748.49,37823.08
525,12,2024-06-01,140487.46,38025.22
526,12,2024-07-01,143116.43,38188.59
527,12,2024-08-01,145760.37,38291.14
528,12,2024-09-01,152047.56,38420.47
529,12,2024-10-01,157082.97,38637.98
530,12,2024-11-01,161703.33,38770.79
531,12,2024-12-01,167735.2,38789.56
532,12,2025-01-01,170080.64,39093.63
533,12,2025-02-01,174908.08,39142.2
534,12,2025-03-01,182657.57,39314.93
535,12,2025-04-01,184489.08,39691.58
536,12,2025-05-01,187826.99,39964.89
537,12,2025-06-01,190696.33,40224.66
538,12,2025-07-01,193815.95,40599.85
539,12,2025-08-01,197878.48,40865.61
540,12,2025-09-01,201839.13,41017.57
541,13,2022-01-01,4987.5,2700.0
542,13,2022-02-01,5116.45,2708.25
543,13,2022-03-01,5310.76,2714.59
544,13,2022-04-01,5503.11,2733.69
545,13,2022-05-01,5558.38,2746.72
546,13,2022-06-01,5643.47,2752.93
547,13,2022-07-01,5853.4,2753.19
548,13,2022-08-01,6074.8,2775.69
549,13,2022-09-01,6375.66,2787.41
550,13,2022-10-01,6473.12,2789.38
551,13,2022-11-01,6637.04,2809.76
552,13,2022-12-01,6730.6,2818.56
553,13,2023-01-01,7035.09,2822.43
554,13,2023-02-01,7323.1,2843.69
555,13,2023-03-01,7435.33,2871.93
556,13,2023-04-01,7552.17,2887.17
557,13,2023-05-01,7630.25,2905.94
558,13,2023-06-01,7840.88,2926.93
559,13,2023-07-01,8116.28,2931.36
560,13,2023-08-01,8331.1,2951.49
561,13,2023-09-01,8700.99,2954.05
562,13,2023-10-01,8822.97,2976.28
563,13,2023-11-01,9119.27,2987.71
564,13,2023-12-01,9561.83,2997.11
565,13,2024-01-01,9710.93,3005.41
566,13,2024-02-01,9840.76,3022.04
567,13,2024-03-01,10175.35,3040.4
568,13,2024-04-01,10594.16,3061.39
569,13,2024-05-01,11059.41,3081.55
570,13,2024-06-01,11303.45,3097.5
571,13,2024-07-01,11646.86,3120.66
572,13,2024-08-01,11901.01,3122.36
573,13,2024-09-01,12447.46,3152.17
574,13,2024-10-01,12818.34,3155.72
575,13,2024-11-01,13202.68,3174.46
576,13,2024-12-01,13613.7,3205.5
577,13,2025-01-01,14287.24,3235.44
578,13,2025-02-01,14505.54,3263.29
579,13,2025-03-01,14980.38,3275.21
580,13,2025-04-01,15539.41,3300.19
581,13,2025-05-01,16288.07,3325.61
582,13,2025-06-01,16461.82,3327.86
583,13,2025-07-01,16799.08,3329.19
584,13,2025-08-01,17007.7,3355.47
585,13,2025-09-01,17522.43,3376.56
586,14,2022-01-01,9975.0,5400.0
587,14,2022-02-01,10354.77,5404.45
588,14,2022-03-01,10680.56,5437.74
589,14,2022-04-01,10905.91,5454.59
590,14,2022-05-01,11238.02,5465.67
591,14,2022-06-01,11713.64,5494.99
592,14,2022-07-01,12013.85,5529.84
593,14,2022-08-01,12535.02,5567.5
594,14,2022-09-01,12693.52,5606.4
595,14,2022-10-01,13191.08,5653.86
596,14,2022-11-01,13353.54,5658.73
597,14,2022-12-01,13719.15,5684.39
598,14,2023-01-01,14190.45,5701.97
599,14,2023-02-01,14753.35,5744.2
600,14,2023-03-01,14971.37,5784.86
601,14,2023-04-01,15541.18,5794.34
602,14,2023-05-01,16289.03,5824.64
603,14,2023-06-01,16962.08,5866.62
604,14,2023-07-01,17244.98,5874.07
605,14,2023-08-01,17956.25,5889.86
606,14,2023-09-01,18772.48,5935.3
607,14,2023-10-01,18982.25,5983.2
608,14,2023-11-01,19378.58,5987.02
609,14,2023-12-01,20124.52,6021.54
610,14,2024-01-01,20387.81,6048.95
611,14,2024-02-01,20885.37,6079.17
612,14,2024-03-01,21567.81,6101.52
613,14,2024-04-01,22003.58,6107.8
614,14,2024-05-01,22728.74,6151.95
615,14,2024-06-01,23163.68,6183.25
616,14,2024-07-01,23436.12,6236.61
617,14,2024-08-01,23899.73,6266.03
618,14,2024-09-01,24504.85,6275.43
619,14,2024-10-01,25662.62,6329.24
620,14,2024-11-01,26486.76,6387.09
621,14,2024-12-01,27536.34,6413.88
622,14,2025-01-01,28166.15,6440.58
623,14,2025-02-01,29259.32,6458.05
624,14,2025-03-01,29643.07,6482.13
625,14,2025-04-01,30534.78,6540.59
626,14,2025-05-01,31059.18,6593.2
627,14,2025-06-01,32589.05,6656.1
628,14,2025-07-01,33004.79,6687.06
629,14,2025-08-01,33707.54,6743.56
630,14,2025-09-01,34485.92,6780.86
631,15,2022-01-01,11970.0,6480.0
632,15,2022-02-01,12359.65,6499.69
633,15,2022-03-01,12791.11,6529.84
634,15,2022-04-01,13221.76,6562.06
635,15,2022-05-01,13762.59,6574.88
636,15,2022-06-01,14395.91,6624.88
637,15,2022-07-01,14681.02,6625.3
638,15,2022-08-01,15068.62,6640.74
639,15,2022-09-01,15428.11,6696.49
640,15,2022-10-01,16123.73,6760.17
641,15,2022-11-01,16285.91,6804.6
642,15,2022-12-01,17001.84,6854.08
643,15,2023-01-01,17242.55,6890.39
644,15,2023-02-01,17579.24,6924.29
645,15,2023-03-01,17797.15,6993.32
646,15,2023-04-01,18481.74,6999.83
647,15,2023-05-01,19347.63,7062.64
648,15,2023-06-01,19943.35,7112.14
649,15,2023-07-01,20439.93,7181.45
650,15,2023-08-01,20713.75,7188.31
651,15,2023-09-01,21031.51,7247.25
652,15,2023-10-01,21304.78,7288.4
653,15,2023-11-01,21888.52,7358.68
654,15,2023-12-01,22314.71,7377.89
655,15,2024-01-01,22819.03,7436.97
656,15,2024-02-01,23686.82,7491.66
657,15,2024-03-01,24225.04,7512.03
658,15,2024-04-01,24539.66,7527.26
659,15,2024-05-01,25550.63,7571.27
660,15,2024-06-01,25964.97,7583.72
661,15,2024-07-01,26708.66,7614.55
662,15,2024-08-01,27548.3,7688.0
663,15,2024-09-01,28052.58,7711.7
