MES,NOMBRE_REGION,CATEGORIA,NOMBRE_PRODUCTO,REGION_CATEGORIA,CANTIDAD,PRECIO_PROMEDIO,VENTAS_TOTALES,VENTAS_BRUTAS,DESCUENTOS,DESC_PORCENTAJE,COSTOS,GANANCIA_BRUTA,MARGEN_GANANCIA_BRUTA_PORCENTAJE,M3_VENDIDOS
2022-01-01,Atlántico,Agua,Agua con Gas 500mL x 6uds,Atlántico-Agua,150,7500.00000000,979800.00000000,1125000.00,145200.00000000,12.906666666700,450000.00,529800.00000000,54.072259644800,0.450000000000
2022-01-01,Atlántico,Jugo,Jugo Lima 1000mL x 6uds,Atlántico-Jugo,198,24000.00000000,4171200.00000000,4752000.00,580800.00000000,12.222222222200,2613600.00,1557600.00000000,37.341772151900,1.188000000000
2022-01-01,Atlántico,Jugo,Jugo Lima 2000mL x 12uds,Atlántico-Jugo,576,96000.00000000,51198720.00000000,55296000.00,4097280.00000000,7.409722222200,30412800.00,20785920.00000000,40.598514962900,13.824000000000
2022-01-01,Atlántico,Gaseosa,Cola 600mL x 24uds,Atlántico-Gaseosa,296,50400.00000000,14408352.00000000,14918400.00,510048.00000000,3.418918918900,7672320.00,6736032.00000000,46.750884487000,4.262400000000
2022-01-01,Atlántico,Bebida de Té,Té Verde 300mL x 6uds,Atlántico-Bebida de Té,500,10800.00000000,4877280.00000000,5400000.00,522720.00000000,9.680000000000,2700000.00,2177280.00000000,44.641275465000,0.900000000000
2022-01-01,Atlántico,Bebida de Té,Té Negro 500mL x 6uds,Atlántico-Bebida de Té,398,18000.00000000,6269040.00000000,7164000.00,894960.00000000,12.492462311600,3582000.00,2687040.00000000,42.862065005200,1.194000000000
2022-01-01,Atlántico,Jugo,Jugo Manzana 2000mL x 24uds,Atlántico-Jugo,366,192000.00000000,66132480.00000000,70272000.00,4139520.00000000,5.890710382500,38649600.00,27482880.00000000,41.557310416900,17.568000000000
2022-01-01,Atlántico,Gaseosa,Uva 600mL x 24uds,Atlántico-Gaseosa,232,50400.00000000,10295712.00000000,11692800.00,1397088.00000000,11.948275862100,6013440.00,4282272.00000000,41.592771825800,3.340800000000
2022-01-01,Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,Atlántico-Jugo,430,192000.00000000,70141440.00000000,82560000.00,12418560.00000000,15.041860465100,45408000.00,24733440.00000000,35.262235848000,20.640000000000
2022-01-01,Atlántico,Agua,Agua Sin Gas 1L x 6uds,Atlántico-Agua,456,15000.00000000,6054600.00000000,6840000.00,785400.00000000,11.482456140400,2736000.00,3318600.00000000,54.811217917000,2.736000000000
2022-01-01,Atlántico,Agua,Agua Sin Gas 1L x 1uds,Atlántico-Agua,536,2500.00000000,1283900.00000000,1340000.00,56100.00000000,4.186567164200,536000.00,747900.00000000,58.252200327100,0.536000000000
2022-01-01,Atlántico,Bebida Energética,Power Up 500mL x 6uds,Atlántico-Bebida Energética,300,30000.00000000,8194800.00000000,9000000.00,805200.00000000,8.946666666700,4050000.00,4144800.00000000,50.578415580600,0.900000000000
2022-01-01,Bolívar,Gaseosa,Uva 600mL x 24uds,Bolívar-Gaseosa,180,50400.00000000,7807968.00000000,9072000.00,1264032.00000000,13.933333333300,4665600.00,3142368.00000000,40.245656744500,2.592000000000
2022-01-01,Bolívar,Agua,Agua Sin Gas 1L x 1uds,Bolívar-Agua,482,2500.00000000,1047700.00000000,1205000.00,157300.00000000,13.053941908700,482000.00,565700.00000000,53.994464064100,0.482000000000
2022-01-01,Bolívar,Agua,Agua con Gas 5L x 1uds,Bolívar-Agua,402,12500.00000000,4629000.00000000,5025000.00,396000.00000000,7.880597014900,2010000.00,2619000.00000000,56.578094620900,2.010000000000
2022-01-01,Bolívar,Agua,Agua con Gas 500mL x 6uds,Bolívar-Agua,238,7500.00000000,1458300.00000000,1785000.00,326700.00000000,18.302521008400,714000.00,744300.00000000,51.038880888700,0.714000000000
2022-01-01,Bolívar,Bebida Energética,Power Up 500mL x 6uds,Bolívar-Bebida Energética,414,30000.00000000,11350800.00000000,12420000.00,1069200.00000000,8.608695652200,5589000.00,5761800.00000000,50.761179828700,1.242000000000
2022-01-01,Bolívar,Bebida de Té,Té Verde 300mL x 6uds,Bolívar-Bebida de Té,194,10800.00000000,1729296.00000000,2095200.00,365904.00000000,17.463917525800,1047600.00,681696.00000000,39.420434674000,0.349200000000
2022-01-01,Bolívar,Jugo,Jugo Lima 2000mL x 12uds,Bolívar-Jugo,204,96000.00000000,16922880.00000000,19584000.00,2661120.00000000,13.588235294100,10771200.00,6151680.00000000,36.351259360100,4.896000000000
2022-01-01,Bolívar,Jugo,Jugo Lima 1000mL x 6uds,Bolívar-Jugo,176,24000.00000000,3938880.00000000,4224000.00,285120.00000000,6.750000000000,2323200.00,1615680.00000000,41.018766756000,1.056000000000
2022-01-01,Bolívar,Gaseosa,Cola 600mL x 24uds,Bolívar-Gaseosa,180,50400.00000000,7918848.00000000,9072000.00,1153152.00000000,12.711111111100,4665600.00,3253248.00000000,41.082339249300,2.592000000000
2022-01-01,Bolívar,Agua,Agua Sin Gas 1L x 6uds,Bolívar-Agua,528,15000.00000000,7128000.00000000,7920000.00,792000.00000000,10.000000000000,3168000.00,3960000.00000000,55.555555555600,3.168000000000
2022-01-01,Bolívar,Bebida de Té,Té Verde 500mL x 12uds,Bolívar-Bebida de Té,178,36000.00000000,6012000.00000000,6408000.00,396000.00000000,6.179775280900,3204000.00,2808000.00000000,46.706586826300,1.068000000000
2022-01-01,Bolívar,Bebida de Té,Té Negro 500mL x 6uds,Bolívar-Bebida de Té,328,18000.00000000,5262480.00000000,5904000.00,641520.00000000,10.865853658500,2952000.00,2310480.00000000,43.904774935000,0.984000000000
2022-01-01,Bolívar,Jugo,Jugo Naranja 2000mL x 24uds,Bolívar-Jugo,146,192000.00000000,23385600.00000000,28032000.00,4646400.00000000,16.575342465800,15417600.00,7968000.00000000,34.072249589500,7.008000000000
2022-01-01,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds,Bolívar-Jugo,250,192000.00000000,42846720.00000000,48000000.00,5153280.00000000,10.736000000000,26400000.00,16446720.00000000,38.385015235700,12.000000000000
2022-01-01,Boyacá,Agua,Agua con Gas 5L x 1uds,Boyacá-Agua,66,12500.00000000,770000.00000000,825000.00,55000.00000000,6.666666666700,330000.00,440000.00000000,57.142857142900,0.330000000000
2022-01-01,Boyacá,Agua,Agua con Gas 500mL x 6uds,Boyacá-Agua,62,7500.00000000,438600.00000000,465000.00,26400.00000000,5.677419354800,186000.00,252600.00000000,57.592339261300,0.186000000000
2022-01-01,Boyacá,Bebida de Té,Té Verde 500mL x 12uds,Boyacá-Bebida de Té,14,36000.00000000,504000.00000000,504000.00,0.00000000,0.000000000000,252000.00,252000.00000000,50.000000000000,0.084000000000
2022-01-01,Boyacá,Jugo,Jugo Lima 2000mL x 12uds,Boyacá-Jugo,38,96000.00000000,2845440.00000000,3648000.00,802560.00000000,22.000000000000,2006400.00,839040.00000000,29.487179487200,0.912000000000
2022-01-01,Boyacá,Jugo,Jugo Naranja 2000mL x 24uds,Boyacá-Jugo,12,192000.00000000,2304000.00000000,2304000.00,0.00000000,0.000000000000,1267200.00,1036800.00000000,45.000000000000,0.576000000000
2022-01-01,Boyacá,Jugo,Jugo Manzana 2000mL x 24uds,Boyacá-Jugo,16,192000.00000000,2396160.00000000,3072000.00,675840.00000000,22.000000000000,1689600.00,706560.00000000,29.487179487200,0.768000000000
2022-01-01,Boyacá,Bebida de Té,Té Negro 500mL x 6uds,Boyacá-Bebida de Té,12,18000.00000000,216000.00000000,216000.00,0.00000000,0.000000000000,108000.00,108000.00000000,50.000000000000,0.036000000000
2022-01-01,Boyacá,Agua,Agua Sin Gas 1L x 6uds,Boyacá-Agua,70,15000.00000000,845400.00000000,1050000.00,204600.00000000,19.485714285700,420000.00,425400.00000000,50.319375443600,0.420000000000
2022-01-01,Cundinamarca,Jugo,Jugo Naranja 2000mL x 24uds,Cundinamarca-Jugo,912,192000.00000000,157025280.00000000,175104000.00,18078720.00000000,10.324561403500,96307200.00,60718080.00000000,38.667710065500,43.776000000000
2022-01-01,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds,Cundinamarca-Jugo,686,96000.00000000,57830400.00000000,65856000.00,8025600.00000000,12.186588921300,36220800.00,21609600.00000000,37.367197875200,16.464000000000
2022-01-01,Cundinamarca,Agua,Agua Sin Gas 1L x 6uds,Cundinamarca-Agua,1514,15000.00000000,19911600.00000000,22710000.00,2798400.00000000,12.322324967000,9084000.00,10827600.00000000,54.378352317200,9.084000000000
2022-01-01,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds,Cundinamarca-Jugo,592,192000.00000000,100316160.00000000,113664000.00,13347840.00000000,11.743243243200,62515200.00,37800960.00000000,37.681825141600,28.416000000000
2022-01-01,Cundinamarca,Gaseosa,Uva 600mL x 24uds,Cundinamarca-Gaseosa,584,50400.00000000,25619328.00000000,29433600.00,3814272.00000000,12.958904109600,15137280.00,10482048.00000000,40.914609469900,8.409600000000
2022-01-01,Cundinamarca,Bebida Energética,Power Up 500mL x 6uds,Cundinamarca-Bebida Energética,510,30000.00000000,13452000.00000000,15300000.00,1848000.00000000,12.078431372500,6885000.00,6567000.00000000,48.818019625300,1.530000000000
2022-01-01,Cundinamarca,Agua,Agua con Gas 5L x 1uds,Cundinamarca-Agua,700,12500.00000000,7974500.00000000,8750000.00,775500.00000000,8.862857142900,3500000.00,4474500.00000000,56.110100946800,3.500000000000
2022-01-01,Cundinamarca,Agua,Agua con Gas 500mL x 6uds,Cundinamarca-Agua,628,7500.00000000,4152300.00000000,4710000.00,557700.00000000,11.840764331200,1884000.00,2268300.00000000,54.627555812400,1.884000000000
2022-01-01,Cundinamarca,Bebida de Té,Té Verde 500mL x 12uds,Cundinamarca-Bebida de Té,606,36000.00000000,19709280.00000000,21816000.00,2106720.00000000,9.656765676600,10908000.00,8801280.00000000,44.655512530100,3.636000000000
2022-01-01,Cundinamarca,Bebida de Té,Té Negro 500mL x 6uds,Cundinamarca-Bebida de Té,636,18000.00000000,10172880.00000000,11448000.00,1275120.00000000,11.138364779900,5724000.00,4448880.00000000,43.732748248300,1.908000000000
2022-01-01,Cundinamarca,Agua,Agua Sin Gas 1L x 1uds,Cundinamarca-Agua,398,2500.00000000,875100.00000000,995000.00,119900.00000000,12.050251256300,398000.00,477100.00000000,54.519483487600,0.398000000000
2022-01-01,Cundinamarca,Jugo,Jugo Lima 1000mL x 6uds,Cundinamarca-Jugo,814,24000.00000000,17297280.00000000,19536000.00,2238720.00000000,11.459459459500,10744800.00,6552480.00000000,37.881562881600,4.884000000000
2022-01-01,Cundinamarca,Gaseosa,Cola 600mL x 24uds,Cundinamarca-Gaseosa,520,50400.00000000,23679936.00000000,26208000.00,2528064.00000000,9.646153846200,13478400.00,10201536.00000000,43.080927245700,7.488000000000
2022-01-01,Cundinamarca,Bebida de Té,Té Verde 300mL x 6uds,Cundinamarca-Bebida de Té,646,10800.00000000,5907600.00000000,6976800.00,1069200.00000000,15.325077399400,3488400.00,2419200.00000000,40.950639853700,1.162800000000
2022-01-01,Meta,Jugo,Jugo Naranja 2000mL x 24uds,Meta-Jugo,98,192000.00000000,17295360.00000000,18816000.00,1520640.00000000,8.081632653100,10348800.00,6946560.00000000,40.164298401400,4.704000000000
2022-01-01,Meta,Jugo,Jugo Manzana 2000mL x 24uds,Meta-Jugo,54,192000.00000000,10368000.00000000,10368000.00,0.00000000,0.000000000000,5702400.00,4665600.00000000,45.000000000000,2.592000000000
2022-01-01,Meta,Bebida de Té,Té Verde 300mL x 6uds,Meta-Bebida de Té,10,10800.00000000,103248.00000000,108000.00,4752.00000000,4.400000000000,54000.00,49248.00000000,47.698744769900,0.018000000000
2022-01-01,Meta,Agua,Agua Sin Gas 1L x 1uds,Meta-Agua,18,2500.00000000,35100.00000000,45000.00,9900.00000000,22.000000000000,18000.00,17100.00000000,48.717948717900,0.018000000000
2022-01-01,Meta,Gaseosa,Uva 600mL x 24uds,Meta-Gaseosa,28,50400.00000000,1411200.00000000,1411200.00,0.00000000,0.000000000000,725760.00,685440.00000000,48.571428571400,0.403200000000
2022-01-01,Meta,Bebida de Té,Té Verde 500mL x 12uds,Meta-Bebida de Té,62,36000.00000000,2232000.00000000,2232000.00,0.00000000,0.000000000000,1116000.00,1116000.00000000,50.000000000000,0.372000000000
2022-01-01,Meta,Bebida de Té,Té Negro 500mL x 6uds,Meta-Bebida de Té,106,18000.00000000,1678320.00000000,1908000.00,229680.00000000,12.037735849100,954000.00,724320.00000000,43.157443157400,0.318000000000
2022-01-01,Meta,Bebida Energética,Power Up 500mL x 6uds,Meta-Bebida Energética,168,30000.00000000,4155600.00000000,5040000.00,884400.00000000,17.547619047600,2268000.00,1887600.00000000,45.423043603800,0.504000000000
2022-01-01,Meta,Jugo,Jugo Lima 1000mL x 6uds,Meta-Jugo,12,24000.00000000,288000.00000000,288000.00,0.00000000,0.000000000000,158400.00,129600.00000000,45.000000000000,0.072000000000
2022-01-01,Meta,Agua,Agua con Gas 500mL x 6uds,Meta-Agua,22,7500.00000000,141900.00000000,165000.00,23100.00000000,14.000000000000,66000.00,75900.00000000,53.488372093000,0.066000000000
2022-01-01,Meta,Gaseosa,Cola 600mL x 24uds,Meta-Gaseosa,18,50400.00000000,907200.00000000,907200.00,0.00000000,0.000000000000,466560.00,440640.00000000,48.571428571400,0.259200000000
2022-01-01,Meta,Agua,Agua con Gas 5L x 1uds,Meta-Agua,16,12500.00000000,156000.00000000,200000.00,44000.00000000,22.000000000000,80000.00,76000.00000000,48.717948717900,0.080000000000
2022-01-01,Meta,Agua,Agua Sin Gas 1L x 6uds,Meta-Agua,46,15000.00000000,683400.00000000,690000.00,6600.00000000,0.956521739100,276000.00,407400.00000000,59.613696224800,0.276000000000
2022-01-01,Norte de Santander,Bebida de Té,Té Negro 500mL x 6uds,Norte de Santander-Bebida de Té,52,18000.00000000,936000.00000000,936000.00,0.00000000,0.000000000000,468000.00,468000.00000000,50.000000000000,0.156000000000
2022-01-01,Norte de Santander,Agua,Agua Sin Gas 1L x 1uds,Norte de Santander-Agua,44,2500.00000000,100100.00000000,110000.00,9900.00000000,9.000000000000,44000.00,56100.00000000,56.043956044000,0.044000000000
2022-01-01,Norte de Santander,Jugo,Jugo Naranja 2000mL x 24uds,Norte de Santander-Jugo,94,192000.00000000,16949760.00000000,18048000.00,1098240.00000000,6.085106383000,9926400.00,7023360.00000000,41.436338921600,4.512000000000
2022-01-01,Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,Norte de Santander-Agua,202,15000.00000000,2680200.00000000,3030000.00,349800.00000000,11.544554455400,1212000.00,1468200.00000000,54.779494067600,1.212000000000
2022-01-01,Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,Norte de Santander-Jugo,42,192000.00000000,7134720.00000000,8064000.00,929280.00000000,11.523809523800,4435200.00,2699520.00000000,37.836383207800,2.016000000000
2022-01-01,Norte de Santander,Agua,Agua con Gas 500mL x 6uds,Norte de Santander-Agua,56,7500.00000000,400200.00000000,420000.00,19800.00000000,4.714285714300,168000.00,232200.00000000,58.020989505200,0.168000000000
2022-01-01,Norte de Santander,Gaseosa,Cola 600mL x 24uds,Norte de Santander-Gaseosa,194,50400.00000000,8247456.00000000,9777600.00,1530144.00000000,15.649484536100,5028480.00,3218976.00000000,39.029926319100,2.793600000000
2022-01-01,Norte de Santander,Jugo,Jugo Lima 1000mL x 6uds,Norte de Santander-Jugo,114,24000.00000000,2218560.00000000,2736000.00,517440.00000000,18.912280701800,1504800.00,713760.00000000,32.172219818300,0.684000000000
2022-01-01,Norte de Santander,Jugo,Jugo Lima 2000mL x 12uds,Norte de Santander-Jugo,162,96000.00000000,12848640.00000000,15552000.00,2703360.00000000,17.382716049400,8553600.00,4295040.00000000,33.427973699900,3.888000000000
2022-01-01,Norte de Santander,Bebida Energética,Power Up 500mL x 6uds,Norte de Santander-Bebida Energética,164,30000.00000000,4048800.00000000,4920000.00,871200.00000000,17.707317073200,2214000.00,1834800.00000000,45.317131001800,0.492000000000
2022-01-01,Norte de Santander,Gaseosa,Uva 600mL x 24uds,Norte de Santander-Gaseosa,86,50400.00000000,3824352.00000000,4334400.00,510048.00000000,11.767441860500,2229120.00,1595232.00000000,41.712478349300,1.238400000000
2022-01-01,Norte de Santander,Agua,Agua con Gas 5L x 1uds,Norte de Santander-Agua,40,12500.00000000,423000.00000000,500000.00,77000.00000000,15.400000000000,200000.00,223000.00000000,52.718676122900,0.200000000000
2022-01-01,Norte de Santander,Bebida de Té,Té Verde 500mL x 12uds,Norte de Santander-Bebida de Té,58,36000.00000000,1977120.00000000,2088000.00,110880.00000000,5.310344827600,1044000.00,933120.00000000,47.195921340100,0.348000000000
2022-01-01,Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,Norte de Santander-Bebida de Té,112,10800.00000000,1048032.00000000,1209600.00,161568.00000000,13.357142857100,604800.00,443232.00000000,42.291838417100,0.201600000000
2022-01-01,Santander,Agua,Agua con Gas 500mL x 6uds,Santander-Agua,60,7500.00000000,450000.00000000,450000.00,0.00000000,0.000000000000,180000.00,270000.00000000,60.000000000000,0.180000000000
2022-01-01,Santander,Gaseosa,Uva 600mL x 24uds,Santander-Gaseosa,200,50400.00000000,8682912.00000000,10080000.00,1397088.00000000,13.860000000000,5184000.00,3498912.00000000,40.296527248000,2.880000000000
2022-01-01,Santander,Agua,Agua con Gas 5L x 1uds,Santander-Agua,136,12500.00000000,1623000.00000000,1700000.00,77000.00000000,4.529411764700,680000.00,943000.00000000,58.102279728900,0.680000000000
2022-01-01,Santander,Bebida de Té,Té Verde 500mL x 12uds,Santander-Bebida de Té,314,36000.00000000,10290240.00000000,11304000.00,1013760.00000000,8.968152866200,5652000.00,4638240.00000000,45.074167366400,1.884000000000
2022-01-01,Santander,Bebida de Té,Té Verde 300mL x 6uds,Santander-Bebida de Té,102,10800.00000000,1001808.00000000,1101600.00,99792.00000000,9.058823529400,550800.00,451008.00000000,45.019404915900,0.183600000000
2022-01-01,Santander,Jugo,Jugo Manzana 2000mL x 24uds,Santander-Jugo,116,192000.00000000,20751360.00000000,22272000.00,1520640.00000000,6.827586206900,12249600.00,8501760.00000000,40.969652109500,5.568000000000
2022-01-01,Santander,Bebida Energética,Power Up 500mL x 6uds,Santander-Bebida Energética,28,30000.00000000,813600.00000000,840000.00,26400.00000000,3.142857142900,378000.00,435600.00000000,53.539823008800,0.084000000000
2022-01-01,Santander,Bebida de Té,Té Negro 500mL x 6uds,Santander-Bebida de Té,88,18000.00000000,1560240.00000000,1584000.00,23760.00000000,1.500000000000,792000.00,768240.00000000,49.238578680200,0.264000000000
2022-01-01,Santander,Jugo,Jugo Lima 1000mL x 6uds,Santander-Jugo,104,24000.00000000,2200320.00000000,2496000.00,295680.00000000,11.846153846200,1372800.00,827520.00000000,37.609075043600,0.624000000000
2022-01-01,Santander,Agua,Agua Sin Gas 1L x 1uds,Santander-Agua,116,2500.00000000,255900.00000000,290000.00,34100.00000000,11.758620689700,116000.00,139900.00000000,54.669792887800,0.116000000000
2022-01-01,Santander,Jugo,Jugo Naranja 2000mL x 24uds,Santander-Jugo,66,192000.00000000,11827200.00000000,12672000.00,844800.00000000,6.666666666700,6969600.00,4857600.00000000,41.071428571400,3.168000000000
2022-01-01,Santander,Agua,Agua Sin Gas 1L x 6uds,Santander-Agua,240,15000.00000000,2986200.00000000,3600000.00,613800.00000000,17.050000000000,1440000.00,1546200.00000000,51.778179626300,1.440000000000
2022-01-01,Santander,Jugo,Jugo Lima 2000mL x 12uds,Santander-Jugo,170,96000.00000000,14123520.00000000,16320000.00,2196480.00000000,13.458823529400,8976000.00,5147520.00000000,36.446438281700,4.080000000000
2022-01-01,Santander,Gaseosa,Cola 600mL x 24uds,Santander-Gaseosa,82,50400.00000000,3334464.00000000,4132800.00,798336.00000000,19.317073170700,2125440.00,1209024.00000000,36.258421143500,1.180800000000
2022-01-01,Tolima,Agua,Agua Sin Gas 1L x 6uds,Tolima-Agua,168,15000.00000000,2355000.00000000,2520000.00,165000.00000000,6.547619047600,1008000.00,1347000.00000000,57.197452229300,1.008000000000
2022-01-01,Tolima,Agua,Agua con Gas 5L x 1uds,Tolima-Agua,96,12500.00000000,1090000.00000000,1200000.00,110000.00000000,9.166666666700,480000.00,610000.00000000,55.963302752300,0.480000000000
2022-01-01,Tolima,Jugo,Jugo Lima 2000mL x 12uds,Tolima-Jugo,112,96000.00000000,9611520.00000000,10752000.00,1140480.00000000,10.607142857100,5913600.00,3697920.00000000,38.473831402300,2.688000000000
2022-01-01,Tolima,Agua,Agua con Gas 500mL x 6uds,Tolima-Agua,40,7500.00000000,276900.00000000,300000.00,23100.00000000,7.700000000000,120000.00,156900.00000000,56.663055254600,0.120000000000
2022-01-01,Tolima,Bebida de Té,Té Negro 500mL x 6uds,Tolima-Bebida de Té,38,18000.00000000,596880.00000000,684000.00,87120.00000000,12.736842105300,342000.00,254880.00000000,42.702050663400,0.114000000000
2022-01-01,Tolima,Gaseosa,Cola 600mL x 24uds,Tolima-Gaseosa,112,50400.00000000,5156928.00000000,5644800.00,487872.00000000,8.642857142900,2903040.00,2253888.00000000,43.706020328400,1.612800000000
2022-01-01,Tolima,Jugo,Jugo Manzana 2000mL x 24uds,Tolima-Jugo,24,192000.00000000,4270080.00000000,4608000.00,337920.00000000,7.333333333300,2534400.00,1735680.00000000,40.647482014400,1.152000000000
2022-01-01,Tolima,Bebida Energética,Power Up 500mL x 6uds,Tolima-Bebida Energética,96,30000.00000000,2589600.00000000,2880000.00,290400.00000000,10.083333333300,1296000.00,1293600.00000000,49.953660797000,0.288000000000
2022-01-01,Tolima,Jugo,Jugo Naranja 2000mL x 24uds,Tolima-Jugo,54,192000.00000000,8509440.00000000,10368000.00,1858560.00000000,17.925925925900,5702400.00,2807040.00000000,32.987364620900,2.592000000000
2022-01-01,Tolima,Bebida de Té,Té Verde 500mL x 12uds,Tolima-Bebida de Té,2,36000.00000000,56160.00000000,72000.00,15840.00000000,22.000000000000,36000.00,20160.00000000,35.897435897400,0.012000000000
2022-01-01,Tolima,Bebida de Té,Té Verde 300mL x 6uds,Tolima-Bebida de Té,76,10800.00000000,820800.00000000,820800.00,0.00000000,0.000000000000,410400.00,410400.00000000,50.000000000000,0.136800000000
2022-01-01,Tolima,Jugo,Jugo Lima 1000mL x 6uds,Tolima-Jugo,148,24000.00000000,2823360.00000000,3552000.00,728640.00000000,20.513513513500,1953600.00,869760.00000000,30.805848350900,0.888000000000
2022-01-01,Tolima,Agua,Agua Sin Gas 1L x 1uds,Tolima-Agua,54,2500.00000000,130600.00000000,135000.00,4400.00000000,3.259259259300,54000.00,76600.00000000,58.652373660000,0.054000000000
2022-01-01,Tolima,Gaseosa,Uva 600mL x 24uds,Tolima-Gaseosa,84,50400.00000000,3923136.00000000,4233600.00,310464.00000000,7.333333333300,2177280.00,1745856.00000000,44.501541623800,1.209600000000
2022-01-01,Valle del Cauca,Agua,Agua con Gas 5L x 1uds,Valle del Cauca-Agua,366,12500.00000000,3997500.00000000,4575000.00,577500.00000000,12.622950819700,1830000.00,2167500.00000000,54.221388367700,1.830000000000
2022-01-01,Valle del Cauca,Jugo,Jugo Naranja 2000mL x 24uds,Valle del Cauca-Jugo,244,192000.00000000,41863680.00000000,46848000.00,4984320.00000000,10.639344262300,25766400.00,16097280.00000000,38.451660245800,11.712000000000
2022-01-01,Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,Valle del Cauca-Agua,312,2500.00000000,695300.00000000,780000.00,84700.00000000,10.858974359000,312000.00,383300.00000000,55.127283187100,0.312000000000
