ID,TIMESTAMP_COL,REGION_CATEGORIA_PRODUCTO,REGION,CATEGORIA,PRODUCTO,FECHA,TIPO,M3_PRODUCTO,IC_95_LOWER,IC_95_UPPER,DIF_PCT
420063,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-10-01,HISTÓRICO,2.675,,,10.400330169
420064,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-11-01,HISTÓRICO,2.646,,,-1.08411215
420065,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2023-12-01,HISTÓRICO,2.591,,,-2.078609221
420066,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-01-01,HISTÓRICO,2.594,,,0.115785411
420067,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-02-01,HISTÓRICO,2.115,,,-18.465690054
420068,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-03-01,HISTÓRICO,2.88,,,36.170212766
420069,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-04-01,HISTÓRICO,2.281,,,-20.798611111
420070,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-05-01,HISTÓRICO,2.585,,,13.327487944
420071,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-06-01,HISTÓRICO,4.009,,,55.087040619
420072,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-07-01,HISTÓRICO,4.024,,,0.3741581442
420073,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-08-01,HISTÓRICO,3.494,,,-13.170974155
420074,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-09-01,HISTÓRICO,4.157,,,18.975386377
420075,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-10-01,HISTÓRICO,2.948,,,-29.083473659
420076,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-11-01,HISTÓRICO,3.963,,,34.430122117
420077,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2024-12-01,HISTÓRICO,4.27,,,7.746656573
420078,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-01-01,HISTÓRICO,3.932,,,-7.915690867
420079,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-02-01,HISTÓRICO,2.818,,,-28.331637843
420080,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-03-01,HISTÓRICO,3.719,,,31.973030518
420081,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-04-01,HISTÓRICO,3.635,,,-2.258671686
420082,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-05-01,HISTÓRICO,3.148,,,-13.397524072
420083,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-06-01,ESCENARIO 1,4.996026824,4.790725965,5.209703154,45.383613393
420084,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-07-01,ESCENARIO 1,5.357962248,5.130784549,5.573298379,7.244465175
420085,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-08-01,ESCENARIO 1,5.041729317,4.833480362,5.262142906,-5.902111955
420086,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-09-01,ESCENARIO 1,5.817984487,5.589824181,6.022163709,15.396605434
420087,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-10-01,ESCENARIO 1,4.634812269,4.401455136,4.828401032,-20.336462236
420088,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-11-01,ESCENARIO 1,5.363538571,5.144373188,5.583085347,15.722887123
420089,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-12-01,ESCENARIO 1,5.667286715,5.451789894,5.8837315,5.663204257
420090,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-01-01,ESCENARIO 1,5.977721527,5.768790399,6.188319993,5.477662017
420091,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-02-01,ESCENARIO 1,5.065816767,4.855163497,5.29399448,-15.25505589
420092,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-03-01,ESCENARIO 1,6.277341872,6.053373756,6.497011285,23.915691398
420093,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-04-01,ESCENARIO 1,5.746775563,5.551964467,5.962495451,-8.452085611
420094,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-05-01,ESCENARIO 1,5.536973465,5.318506217,5.760784243,-3.650779396
420095,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-06-01,ESCENARIO 2,3.106131194,2.892421727,3.319504893,-1.33891678
420096,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-07-01,ESCENARIO 2,3.468066617,3.240985096,3.686574027,11.652290287
420097,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-08-01,ESCENARIO 2,3.151833687,2.944054755,3.368934897,-9.11842145
420098,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-09-01,ESCENARIO 2,3.928088857,3.701789306,4.145874886,24.628684351
420099,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-10-01,ESCENARIO 2,3.364154269,3.152261259,3.572474763,-14.3564621
420100,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-11-01,ESCENARIO 2,4.060697831,3.843424638,4.282626596,20.704863865
420101,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2025-12-01,ESCENARIO 2,4.396628715,4.171785178,4.608523999,8.272737802
420102,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-01-01,ESCENARIO 2,4.707063527,4.480750827,4.922087613,7.060746584
420103,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-02-01,ESCENARIO 2,3.795158767,3.58298988,4.015821078,-19.373113507
420104,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-03-01,ESCENARIO 2,5.006683872,4.791937412,5.211434511,31.922909664
420105,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-04-01,ESCENARIO 2,5.127537933,4.910720083,5.351553428,2.413854438
420106,2025-06-30 06:01:51.000,Antioquia-Agua-Agua Sin Gas 1L x 1uds,Antioquia,Agua,Agua Sin Gas 1L x 1uds,2026-05-01,ESCENARIO 2,4.917735835,4.698129863,5.12771186,-4.091673254
420107,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-01-01,HISTÓRICO,14.6952,,,
420108,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-02-01,HISTÓRICO,19.3104,,,31.406173444
420109,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-03-01,HISTÓRICO,10.7208,,,-44.481730052
420110,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-04-01,HISTÓRICO,13.716,,,27.938213566
420111,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-05-01,HISTÓRICO,10.62,,,-22.572178478
420112,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-06-01,HISTÓRICO,16.6824,,,57.084745763
420113,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-07-01,HISTÓRICO,21.9456,,,31.54941735
420114,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-08-01,HISTÓRICO,16.4448,,,-25.065616798
420115,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-09-01,HISTÓRICO,22.8096,,,38.704028021
420116,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-10-01,HISTÓRICO,27.0504,,,18.592171717
420117,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-11-01,HISTÓRICO,15.624,,,-42.241149854
420118,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2023-12-01,HISTÓRICO,29.952,,,91.705069124
420119,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-01-01,HISTÓRICO,26.5824,,,-11.25
420120,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-02-01,HISTÓRICO,17.3448,,,-34.750812568
420121,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-03-01,HISTÓRICO,18.2592,,,5.271897053
420122,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-04-01,HISTÓRICO,20.6064,,,12.85488959
420123,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-05-01,HISTÓRICO,18.3672,,,-10.866526904
420124,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-06-01,HISTÓRICO,23.5368,,,28.145825167
420125,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-07-01,HISTÓRICO,21.9024,,,-6.944019578
420126,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-08-01,HISTÓRICO,26.208,,,19.658119658
420127,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-09-01,HISTÓRICO,23.6088,,,-9.917582418
420128,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-10-01,HISTÓRICO,14.4288,,,-38.883806038
420129,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-11-01,HISTÓRICO,18.9576,,,31.387225549
420130,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2024-12-01,HISTÓRICO,22.5216,,,18.799848082
420131,2025-06-30 06:01:51.000,Antioquia-Gaseosa-Piña 600mL x 12uds,Antioquia,Gaseosa,Piña 600mL x 12uds,2025-01-01,HISTÓRICO,18.8424,,,-16.336317136
