REGION_CATEGORIA_PRODUCTO,MES,AVG_PRECIO_LISTA,AVG_DESC_PORCENTAJE
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-08-01 00:00:00.000,216900,6
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-09-01 00:00:00.000,219700,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-10-01 00:00:00.000,222600,6
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-11-01 00:00:00.000,225900,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-12-01 00:00:00.000,229100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-01-01 00:00:00.000,232200,6
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-02-01 00:00:00.000,235200,7
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-03-01 00:00:00.000,238600,6
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-04-01 00:00:00.000,241200,7
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-05-01 00:00:00.000,242800,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-06-01 00:00:00.000,69200,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-07-01 00:00:00.000,70000,6
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-08-01 00:00:00.000,70800,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-09-01 00:00:00.000,71700,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-10-01 00:00:00.000,72600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-11-01 00:00:00.000,73500,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-12-01 00:00:00.000,74700,4
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-01-01 00:00:00.000,75900,4
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-02-01 00:00:00.000,77100,3
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-03-01 00:00:00.000,78500,3
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-04-01 00:00:00.000,79600,3
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-05-01 00:00:00.000,81200,4
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-06-01 00:00:00.000,39700,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-07-01 00:00:00.000,40200,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-08-01 00:00:00.000,40800,6
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-09-01 00:00:00.000,41400,6
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-10-01 00:00:00.000,42100,6
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-11-01 00:00:00.000,42900,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-12-01 00:00:00.000,43600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-01-01 00:00:00.000,44300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-02-01 00:00:00.000,44900,4
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-03-01 00:00:00.000,45700,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-04-01 00:00:00.000,46500,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-05-01 00:00:00.000,47000,1
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-06-01 00:00:00.000,37900,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-07-01 00:00:00.000,38400,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-08-01 00:00:00.000,38900,6
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-09-01 00:00:00.000,39400,6
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-10-01 00:00:00.000,39900,6
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-11-01 00:00:00.000,40300,6
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-12-01 00:00:00.000,40700,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-01-01 00:00:00.000,41100,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-02-01 00:00:00.000,41500,6
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-03-01 00:00:00.000,42000,6
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-04-01 00:00:00.000,42600,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-05-01 00:00:00.000,43600,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-06-01 00:00:00.000,18600,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-07-01 00:00:00.000,18900,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-08-01 00:00:00.000,19100,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-09-01 00:00:00.000,19300,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-10-01 00:00:00.000,19500,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-11-01 00:00:00.000,19800,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-12-01 00:00:00.000,20100,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-01-01 00:00:00.000,20400,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-02-01 00:00:00.000,20700,4
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-03-01 00:00:00.000,21000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-04-01 00:00:00.000,21300,2
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-05-01 00:00:00.000,21600,0
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-06-01 00:00:00.000,400600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-07-01 00:00:00.000,406100,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-08-01 00:00:00.000,412200,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-09-01 00:00:00.000,418500,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-10-01 00:00:00.000,425800,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-11-01 00:00:00.000,432900,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-12-01 00:00:00.000,439700,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-01-01 00:00:00.000,447000,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-02-01 00:00:00.000,453000,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-03-01 00:00:00.000,460400,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-04-01 00:00:00.000,468700,8
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-05-01 00:00:00.000,478800,7
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-06-01 00:00:00.000,203900,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-07-01 00:00:00.000,207000,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-08-01 00:00:00.000,210300,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-09-01 00:00:00.000,213700,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-10-01 00:00:00.000,217400,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-11-01 00:00:00.000,221000,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-12-01 00:00:00.000,224600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-01-01 00:00:00.000,228300,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-02-01 00:00:00.000,231300,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-03-01 00:00:00.000,234500,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-04-01 00:00:00.000,237900,2
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-05-01 00:00:00.000,243300,0
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-06-01 00:00:00.000,79500,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-07-01 00:00:00.000,80700,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-08-01 00:00:00.000,82000,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-09-01 00:00:00.000,83200,3
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-10-01 00:00:00.000,84700,3
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-11-01 00:00:00.000,86200,3
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-12-01 00:00:00.000,87700,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-01-01 00:00:00.000,89000,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-02-01 00:00:00.000,90400,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-03-01 00:00:00.000,91900,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-04-01 00:00:00.000,93100,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-05-01 00:00:00.000,94400,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-06-01 00:00:00.000,151600,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-07-01 00:00:00.000,153900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-08-01 00:00:00.000,156300,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-09-01 00:00:00.000,159000,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-10-01 00:00:00.000,161700,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-11-01 00:00:00.000,164400,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-12-01 00:00:00.000,167200,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-01-01 00:00:00.000,170000,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-02-01 00:00:00.000,173100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-03-01 00:00:00.000,176600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-04-01 00:00:00.000,179800,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-05-01 00:00:00.000,181700,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-06-01 00:00:00.000,43800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-07-01 00:00:00.000,44300,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-08-01 00:00:00.000,44900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-09-01 00:00:00.000,45600,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-10-01 00:00:00.000,46200,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-11-01 00:00:00.000,46800,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-12-01 00:00:00.000,47500,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-01-01 00:00:00.000,48300,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-02-01 00:00:00.000,49000,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-03-01 00:00:00.000,49500,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-04-01 00:00:00.000,50000,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-05-01 00:00:00.000,50400,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-06-01 00:00:00.000,162600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-07-01 00:00:00.000,165000,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-08-01 00:00:00.000,167300,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-09-01 00:00:00.000,169900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-10-01 00:00:00.000,172300,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-11-01 00:00:00.000,174500,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-12-01 00:00:00.000,176600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-01-01 00:00:00.000,178500,7
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-02-01 00:00:00.000,179600,7
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-03-01 00:00:00.000,180800,8
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-04-01 00:00:00.000,182200,8
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-05-01 00:00:00.000,184700,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-06-01 00:00:00.000,277200,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-07-01 00:00:00.000,281700,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-08-01 00:00:00.000,286000,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-09-01 00:00:00.000,290200,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-10-01 00:00:00.000,293800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-11-01 00:00:00.000,297100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-12-01 00:00:00.000,300200,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-01-01 00:00:00.000,303400,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-02-01 00:00:00.000,306600,3
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-03-01 00:00:00.000,309900,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-04-01 00:00:00.000,314300,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-05-01 00:00:00.000,316300,9
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-06-01 00:00:00.000,89200,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-07-01 00:00:00.000,90400,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-08-01 00:00:00.000,91600,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-09-01 00:00:00.000,92800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-10-01 00:00:00.000,94000,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-11-01 00:00:00.000,95200,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-12-01 00:00:00.000,96400,3
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-01-01 00:00:00.000,97600,4
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-02-01 00:00:00.000,99100,3
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-03-01 00:00:00.000,100500,2
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-04-01 00:00:00.000,101800,1
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-05-01 00:00:00.000,102500,2
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-06-01 00:00:00.000,197200,4
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-07-01 00:00:00.000,200100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-08-01 00:00:00.000,203200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-09-01 00:00:00.000,206400,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-10-01 00:00:00.000,209500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-11-01 00:00:00.000,213000,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-12-01 00:00:00.000,216900,4
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-01-01 00:00:00.000,220600,4
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-02-01 00:00:00.000,223600,2
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-03-01 00:00:00.000,226900,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-04-01 00:00:00.000,229900,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-05-01 00:00:00.000,235500,0
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-06-01 00:00:00.000,373600,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-07-01 00:00:00.000,376900,4
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-08-01 00:00:00.000,380600,4
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-09-01 00:00:00.000,384100,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-10-01 00:00:00.000,387500,4
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-11-01 00:00:00.000,391100,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-12-01 00:00:00.000,394800,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-01-01 00:00:00.000,398600,2
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-02-01 00:00:00.000,402200,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-03-01 00:00:00.000,406000,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-04-01 00:00:00.000,409200,3
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-05-01 00:00:00.000,413800,2
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-06-01 00:00:00.000,99200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-07-01 00:00:00.000,100700,7
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-08-01 00:00:00.000,102400,7
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-09-01 00:00:00.000,103900,7
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-10-01 00:00:00.000,105600,7
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-11-01 00:00:00.000,107300,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-12-01 00:00:00.000,109000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-01-01 00:00:00.000,110700,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-02-01 00:00:00.000,112500,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-03-01 00:00:00.000,113800,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-04-01 00:00:00.000,115100,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-05-01 00:00:00.000,116400,9
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-06-01 00:00:00.000,66100,3
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-07-01 00:00:00.000,67100,3
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-08-01 00:00:00.000,68100,3
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-09-01 00:00:00.000,69000,3
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-10-01 00:00:00.000,69900,4
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-11-01 00:00:00.000,70800,4
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-12-01 00:00:00.000,71900,3
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-01-01 00:00:00.000,73100,3
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-02-01 00:00:00.000,74600,2
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-03-01 00:00:00.000,76100,1
