ID,TIMESTAMP_COL,REGION_CATEGORIA_PRODUCTO,REGION,CATEGORIA,PRODUCTO,FECHA,TIPO,M3_PRODUCTO,LOWER_BOUND,UPPER_BOUND,PERCENT_CHANGE_MONTH_OVER_MONTH
11,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2023-11-01,HISTÓRICO,1.9278,,,-13.906752412
12,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2023-12-01,HISTÓRICO,2.5992,,,34.827264239
13,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-01-01,HISTÓRICO,2.0736,,,-20.221606648
14,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-02-01,HISTÓRICO,2.4066,,,16.059027778
15,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-03-01,HISTÓRICO,2.1906,,,-8.975317876
16,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-04-01,HISTÓRICO,2.0304,,,-7.313064914
17,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-05-01,HISTÓRICO,1.3014,,,-35.904255319
18,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-06-01,HISTÓRICO,1.4796,,,13.692946058
19,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-07-01,HISTÓRICO,1.9692,,,33.090024331
20,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-08-01,HISTÓRICO,3.2778,,,66.453382084
21,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-09-01,HISTÓRICO,2.4786,,,-24.382207578
22,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-10-01,HISTÓRICO,2.169,,,-12.490922295
23,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-11-01,HISTÓRICO,1.9116,,,-11.867219917
24,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2024-12-01,HISTÓRICO,2.8134,,,47.175141243
25,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-01-01,HISTÓRICO,2.2086,,,-21.497120921
26,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-02-01,HISTÓRICO,2.574,,,16.544417278
27,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-03-01,HISTÓRICO,2.9646,,,15.174825175
28,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-04-01,HISTÓRICO,2.8386,,,-4.250151791
29,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-05-01,HISTÓRICO,3.3012,,,16.296766011
30,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-06-01,ESCENARIO 1,2.6063416,2.606161594,2.646189928,-21.04866108
31,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-07-01,ESCENARIO 1,2.785315752,2.764145136,2.82516408,6.866872311
32,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-08-01,ESCENARIO 1,2.828305244,2.811327457,2.828305244,1.543438435
33,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-09-01,ESCENARIO 1,2.572300434,2.564031363,2.862232208,-9.051525593
34,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-10-01,ESCENARIO 1,2.647674322,2.561522335,2.652453423,2.930212021
35,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-11-01,ESCENARIO 1,2.615645409,2.615645409,2.623033524,-1.209700108
36,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-12-01,ESCENARIO 1,2.692926645,2.633250237,2.692926645,2.9545784
37,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-01-01,ESCENARIO 1,2.358745098,2.352665901,2.366133213,-12.409603596
38,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-02-01,ESCENARIO 1,2.645707369,2.360054016,2.854253054,12.165892124
39,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-03-01,ESCENARIO 1,2.699399233,2.697640181,2.702517748,2.029395103
40,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-04-01,ESCENARIO 1,3.277517319,3.253474951,3.277517319,21.416544914
41,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-05-01,ESCENARIO 1,3.297813892,3.258550406,3.297813892,0.6192684174
42,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-06-01,ESCENARIO 2,2.846426964,2.846426964,2.846426964,-13.775991645
43,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-07-01,ESCENARIO 2,2.846426964,2.846426964,2.846426964,0
44,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-08-01,ESCENARIO 2,2.847391129,2.845909595,2.847908497,0.03386735916
45,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-09-01,ESCENARIO 2,2.557459354,2.556226254,2.847391129,-10.182362795
46,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-10-01,ESCENARIO 2,2.632833004,2.551446915,2.637612343,2.947211266
47,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-11-01,ESCENARIO 2,2.625444889,2.625444889,2.632833004,-0.2806127071
48,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2025-12-01,ESCENARIO 2,2.68579483,2.625444889,2.68579483,2.298653126
49,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-01-01,ESCENARIO 2,2.343113899,2.343113899,2.350502014,-12.759011984
50,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-02-01,ESCENARIO 2,2.628816605,2.350502014,2.837362289,12.193286419
51,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-03-01,ESCENARIO 2,2.837362289,2.835603237,2.837362289,7.933068275
52,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-04-01,ESCENARIO 2,2.835603237,2.834121704,2.835603237,-0.06199479103
53,2025-07-08 15:42:05.000,Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 6uds,Antioquia,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2026-05-01,ESCENARIO 2,2.846426964,2.834121704,2.846426964,0.3817081451
54,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-01-01,HISTÓRICO,0.561,,,
55,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-02-01,HISTÓRICO,0.711,,,26.737967914
56,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-03-01,HISTÓRICO,0.651,,,-8.438818565
57,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-04-01,HISTÓRICO,0.964,,,48.079877112
58,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-05-01,HISTÓRICO,0.946,,,-1.867219917
59,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-06-01,HISTÓRICO,1.355,,,43.234672304
60,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-07-01,HISTÓRICO,1.287,,,-5.018450185
61,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-08-01,HISTÓRICO,1.463,,,13.675213675
62,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-09-01,HISTÓRICO,1.182,,,-19.207108681
63,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-10-01,HISTÓRICO,1.163,,,-1.607445008
64,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-11-01,HISTÓRICO,1.142,,,-1.805674979
65,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2023-12-01,HISTÓRICO,1.261,,,10.420315236
66,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-01-01,HISTÓRICO,0.896,,,-28.945281523
67,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-02-01,HISTÓRICO,0.845,,,-5.691964286
68,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-03-01,HISTÓRICO,0.944,,,11.715976331
69,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-04-01,HISTÓRICO,0.762,,,-19.279661017
70,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-05-01,HISTÓRICO,0.578,,,-24.146981627
71,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-06-01,HISTÓRICO,1,,,73.010380623
72,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-07-01,HISTÓRICO,1.561,,,56.1
73,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-08-01,HISTÓRICO,1.37,,,-12.235746316
74,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-09-01,HISTÓRICO,1.05,,,-23.357664234
75,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-10-01,HISTÓRICO,1.26,,,20
76,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-11-01,HISTÓRICO,0.996,,,-20.952380952
77,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2024-12-01,HISTÓRICO,1.406,,,41.164658635
78,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-01-01,HISTÓRICO,1.201,,,-14.580369844
79,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-02-01,HISTÓRICO,0.747,,,-37.801831807
80,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-03-01,HISTÓRICO,0.444,,,-40.562248996
81,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-04-01,HISTÓRICO,0.686,,,54.504504505
82,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-05-01,HISTÓRICO,1.321,,,92.565597668
83,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-06-01,ESCENARIO 1,1.225880027,1.087316513,1.225880027,-7.200603572
84,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-07-01,ESCENARIO 1,1.408004165,1.366998553,1.408004165,14.856600761
85,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-08-01,ESCENARIO 1,1.193120837,1.096889377,1.242200017,-15.261554718
86,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-09-01,ESCENARIO 1,1.098201156,1.096889377,1.098201156,-7.95558095
87,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-10-01,ESCENARIO 1,1.351105332,1.215837598,1.351105332,23.028945923
88,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-11-01,ESCENARIO 1,1.348656535,1.348656535,1.351105332,-0.1812458038
89,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-12-01,ESCENARIO 1,1.402106762,1.399127245,1.402106762,3.963220119
90,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-01-01,ESCENARIO 1,0.4744777381,0.4744777381,0.4744777381,-66.159653664
91,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-02-01,ESCENARIO 1,0.4978793561,0.4978793561,0.498812288,4.932081699
92,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-03-01,ESCENARIO 1,0.8606497645,0.8606497645,0.89874506,72.86311388
93,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-04-01,ESCENARIO 1,1.246388555,1.225283265,1.254137874,44.819486141
94,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-05-01,ESCENARIO 1,1.320304394,1.254196048,1.320304394,5.930399895
95,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-06-01,ESCENARIO 2,1.366998553,1.126886725,1.366998553,3.482100929
96,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-07-01,ESCENARIO 2,1.408004165,1.366998553,1.408004165,2.999687195
97,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-08-01,ESCENARIO 2,1.362156272,1.226888299,1.408004165,-3.256231546
98,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-09-01,ESCENARIO 2,1.215837598,1.215837598,1.226888299,-10.741692781
99,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-10-01,ESCENARIO 2,1.351105332,1.215837598,1.351105332,11.125481129
100,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-11-01,ESCENARIO 2,1.348656535,1.348656535,1.351105332,-0.1812458038
101,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2025-12-01,ESCENARIO 2,1.351635814,1.348656535,1.351635814,0.2209067345
102,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-01-01,ESCENARIO 2,1.043284893,1.043284893,1.043284893,-22.813165188
103,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-02-01,ESCENARIO 2,1.042351961,1.042351961,1.043284893,-0.08942484856
104,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-03-01,ESCENARIO 2,1.016651273,1.016651273,1.042351961,-2.465641499
105,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-04-01,ESCENARIO 2,1.054044724,1.037867427,1.061794043,3.678095341
106,2025-07-08 15:42:05.000,Antioquia-Gaseosa-Zulianita Naranja 1L x 1uds,Antioquia,Gaseosa,Zulianita Naranja 1L x 1uds,2026-05-01,ESCENARIO 2,1.126886725,1.061794043,1.126886725,6.910717487
107,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-01-01,HISTÓRICO,1.416,,,
108,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-02-01,HISTÓRICO,1.749,,,23.516949153
109,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-03-01,HISTÓRICO,1.725,,,-1.372212693
110,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-04-01,HISTÓRICO,2.34,,,35.652173913
111,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-05-01,HISTÓRICO,2.904,,,24.102564103
112,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-06-01,HISTÓRICO,3.03,,,4.338842975
113,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-07-01,HISTÓRICO,3.192,,,5.346534653
114,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-08-01,HISTÓRICO,2.979,,,-6.672932331
115,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-09-01,HISTÓRICO,2.598,,,-12.789526687
116,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-10-01,HISTÓRICO,3.804,,,46.420323326
117,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-11-01,HISTÓRICO,1.398,,,-63.249211356
118,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2023-12-01,HISTÓRICO,3.273,,,134.120171674
119,2025-07-08 15:42:05.000,Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2024-01-01,HISTÓRICO,3.249,,,-0.7332722273
