REGION_CATEGORIA_PRODUCTO,MES,AVG_PRECIO_LISTA,AVG_DESC_PORCENTAJE
Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,2026-01-01 00:00:00.000,52300,6
Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,2026-02-01 00:00:00.000,52300,6
Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,2026-03-01 00:00:00.000,52300,6
Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,2026-04-01 00:00:00.000,52300,6
Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,2026-05-01 00:00:00.000,52300,6
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-06-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-07-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-08-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-09-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-10-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-11-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-12-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-01-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-02-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-03-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-04-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-05-01 00:00:00.000,24400,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-06-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-07-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-08-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-09-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-10-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-11-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2025-12-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2026-01-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2026-02-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2026-03-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2026-04-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 12uds,2026-05-01 00:00:00.000,472500,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-06-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-07-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-08-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-09-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-10-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-11-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-12-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-01-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-02-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-03-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-04-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2026-05-01 00:00:00.000,267100,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-06-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-07-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-08-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-09-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-10-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-11-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2025-12-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-01-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-02-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-03-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-04-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 12uds,2026-05-01 00:00:00.000,89300,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-06-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-07-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-08-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-09-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-10-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-11-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2025-12-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-01-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-02-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-03-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-04-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 1L x 6uds,2026-05-01 00:00:00.000,51600,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-06-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-07-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-08-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-09-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-10-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-11-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2025-12-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-01-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-02-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-03-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-04-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 12uds,2026-05-01 00:00:00.000,48000,5
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-06-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-07-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-08-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-09-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-10-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-11-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2025-12-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-01-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-02-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-03-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-04-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 500mL x 6uds,2026-05-01 00:00:00.000,23700,3
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-06-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-07-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-08-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-09-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-10-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-11-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2025-12-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-01-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-02-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-03-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-04-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 12uds,2026-05-01 00:00:00.000,526600,4
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-06-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-07-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-08-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-09-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-10-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-11-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2025-12-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-01-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-02-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-03-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-04-01 00:00:00.000,267600,5
Antioquia-Agua-ACHE2O Sin Gas 5L x 6uds,2026-05-01 00:00:00.000,267600,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-06-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-07-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-08-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-09-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-10-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-11-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2025-12-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-01-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-02-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-03-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-04-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 12uds,2026-05-01 00:00:00.000,103900,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-06-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-07-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-08-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-09-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-10-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-11-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2025-12-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-01-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-02-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-03-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-04-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 24uds,2026-05-01 00:00:00.000,199800,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-06-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-07-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-08-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-09-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-10-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-11-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2025-12-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-01-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-02-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-03-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-04-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 250mL x 6uds,2026-05-01 00:00:00.000,55400,5
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-06-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-07-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-08-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-09-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-10-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-11-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2025-12-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-01-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-02-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-03-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-04-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 12uds,2026-05-01 00:00:00.000,203100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-06-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-07-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-08-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-09-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-10-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-11-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2025-12-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-01-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-02-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-03-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-04-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-05-01 00:00:00.000,347900,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-06-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-07-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-08-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-09-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-10-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-11-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-12-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-01-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-02-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-03-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-04-01 00:00:00.000,112800,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-05-01 00:00:00.000,112800,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-06-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-07-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-08-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-09-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-10-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-11-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-12-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-01-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-02-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-03-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-04-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-05-01 00:00:00.000,259100,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-06-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-07-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-08-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-09-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-10-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-11-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-12-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-01-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-02-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-03-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-04-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-05-01 00:00:00.000,455200,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-06-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-07-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-08-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-09-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-10-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-11-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-12-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-01-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-02-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-03-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-04-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-05-01 00:00:00.000,128000,6
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-06-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-07-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-08-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-09-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-10-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-11-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-12-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-01-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-02-01 00:00:00.000,87000,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-03-01 00:00:00.000,87000,5
