REGION_CATEGORIA_PRODUCTO,MES,AVG_PRECIO_LISTA,AVG_DESC_PORCENTAJE
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 24uds,2026-05-01 00:00:00.000,332100,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-06-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-07-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-08-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-09-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-10-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-11-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2025-12-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-01-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-02-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-03-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-04-01 00:00:00.000,107600,6
Antioquia-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-05-01 00:00:00.000,107600,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-06-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-07-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-08-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-09-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-10-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-11-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2025-12-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-01-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-02-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-03-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-04-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 12uds,2026-05-01 00:00:00.000,247300,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-06-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-07-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-08-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-09-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-10-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-11-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2025-12-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-01-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-02-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-03-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-04-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 24uds,2026-05-01 00:00:00.000,434500,5
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-06-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-07-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-08-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-09-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-10-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-11-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2025-12-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-01-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-02-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-03-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-04-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 1L x 6uds,2026-05-01 00:00:00.000,122200,6
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-06-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-07-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-08-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-09-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-10-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-11-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2025-12-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-01-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-02-01 00:00:00.000,83100,5
Antioquia-Bebida de Té-Té Negro Zulianita 300mL x 12uds,2026-03-01 00:00:00.000,83100,5
