NOMBRE_REGION,CATEGORIA,NOMBRE_PRODUCTO,MARCA,MES,M3_VENDIDOS,REGION_CATEGORIA_PRODUCTO,TICKETS,CANTIDAD,PRECIO_PROMEDIO,VENTAS_TOTALES,VENTAS_BRUTAS,DESCUENTOS,DESC_PORCENTAJE,COSTOS,GANANCIA_NETA,MARGEN_GANANCIA_NETA_PORCENTAJE
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2024-09-01,0.084000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,7,7,74169.28000000,507317.87520000,519184.96,11867.08480000,2.285714285700,100396.03,406921.84520000,80.210429218500
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2024-10-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,5,5,76807.67000000,384038.35000000,384038.35,0.00000000,0.000000000000,72003.30,312035.05000000,81.251013082400
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2024-11-01,0.156000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,13,13,79358.34000000,963410.24760000,1031658.42,68248.17240000,6.615384615400,187905.25,775504.99760000,80.495821954600
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2024-12-01,0.084000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,7,7,83273.92000000,558768.00320000,582917.44,24149.43680000,4.142857142900,101956.12,456811.88320000,81.753407601000
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2025-01-01,0.156000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,13,13,84598.42000000,1099779.46000000,1099779.46,0.00000000,0.000000000000,190620.69,909158.77000000,82.667371329200
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2025-02-01,0.072000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,6,6,88454.18000000,493574.32440000,530725.08,37150.75560000,7.000000000000,88573.26,405001.06440000,82.054726994200
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2025-03-01,0.084000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,7,7,90781.68000000,608237.25600000,635471.76,27234.50400000,4.285714285700,104328.91,503908.34600000,82.847333179500
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2025-04-01,0.096000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,8,8,92003.40000000,690025.50000000,736027.20,46001.70000000,6.250000000000,119534.96,570490.54000000,82.676732961300
Antioquia,Agua,ACHE2O Con Gas 1L x 12uds,Zulianita,2025-05-01,0.144000,Antioquia-Agua-ACHE2O Con Gas 1L x 12uds,12,12,93429.97000000,1047349.96370000,1121159.64,73809.67630000,6.583333333300,180960.48,866389.48370000,82.722061749000
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2022-07-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,17590.67000000,138262.66620000,140725.36,2462.69380000,1.750000000000,48980.16,89282.50620000,64.574558450100
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2022-08-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,18025.59000000,139337.81070000,144204.72,4866.90930000,3.375000000000,49420.32,89917.49070000,64.532010549200
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2022-09-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,18324.22000000,139080.82980000,146593.76,7512.93020000,5.125000000000,49525.44,89555.38980000,64.390894078500
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2022-10-01,0.090000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,15,15,18900.50000000,264417.99500000,283507.50,19089.50500000,6.733333333300,93710.10,170707.89500000,64.559862879200
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2022-11-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,9,9,19652.18000000,165667.87740000,176869.62,11201.74260000,6.333333333300,56384.28,109283.59740000,65.965472072900
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2022-12-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,7,7,20285.97000000,134495.98110000,142001.79,7505.80890000,5.285714285700,44078.51,90417.47110000,67.226894335800
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-01-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,6,6,20618.55000000,101443.26600000,123711.30,22268.03400000,18.000000000000,37857.72,63585.54600000,62.680893968900
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-02-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,9,9,21325.86000000,184681.94760000,191932.74,7250.79240000,3.777777777800,56976.48,127705.46760000,69.148863361900
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-03-01,0.078000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,13,13,21818.11000000,266180.94200000,283635.43,17454.48800000,6.153846153800,82513.60,183667.34200000,69.000936212800
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-04-01,0.078000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,13,13,22140.29000000,260812.61620000,287823.77,27011.15380000,9.384615384600,82749.03,178063.58620000,68.272612266400
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-05-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,7,7,22387.21000000,151561.41170000,156710.47,5149.05830000,3.285714285700,44826.04,106735.37170000,70.423843709800
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-06-01,0.084000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,14,14,23194.41000000,310805.09400000,324721.74,13916.64600000,4.285714285700,90110.86,220694.23400000,71.007276991400
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-07-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,7,7,23802.74000000,163048.76900000,166619.18,3570.41100000,2.142857142900,45138.73,117910.03900000,72.315810614900
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-08-01,0.066000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,11,11,24080.43000000,243693.95160000,264884.73,21190.77840000,8.000000000000,71503.08,172190.87160000,70.658656265100
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-09-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,25036.72000000,193784.21280000,200293.76,6509.54720000,3.250000000000,52456.88,141327.33280000,72.930261324200
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-10-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,7,7,25487.52000000,167453.00640000,178412.64,10959.63360000,6.142857142900,46161.50,121291.50640000,72.433161403100
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-11-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,10,10,26504.24000000,253115.49200000,265042.40,11926.90800000,4.500000000000,66494.30,186621.19200000,73.729660134700
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2023-12-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,27484.06000000,211352.42140000,219872.48,8520.05860000,3.875000000000,53667.12,157685.30140000,74.607757202600
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-01-01,0.030000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,5,5,28658.03000000,136698.80310000,143290.15,6591.34690000,4.600000000000,33663.00,103035.80310000,75.374327180200
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-02-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,29006.93000000,223933.49960000,232055.44,8121.94040000,3.500000000000,54198.00,169735.49960000,75.797279059700
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-03-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,29954.70000000,212079.27600000,239637.60,27558.32400000,11.500000000000,54677.28,157401.99600000,74.218471021200
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-04-01,0.030000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,5,5,30556.59000000,152782.95000000,152782.95,0.00000000,0.000000000000,34347.95,118435.00000000,77.518466556600
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-05-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,31240.94000000,249927.52000000,249927.52,0.00000000,0.000000000000,55075.68,194851.84000000,77.963339131300
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-06-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,7,7,31779.43000000,222456.01000000,222456.01,0.00000000,0.000000000000,48352.15,174103.86000000,78.264399330000
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-07-01,0.030000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,5,5,32732.30000000,163661.50000000,163661.50,0.00000000,0.000000000000,34785.90,128875.60000000,78.745214971100
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-08-01,0.078000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,13,13,34002.27000000,416867.83020000,442029.51,25161.67980000,5.692307692300,90857.52,326010.31020000,78.204717798300
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-09-01,0.066000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,11,11,34873.75000000,336531.68750000,383611.25,47079.56250000,12.272727272700,77459.03,259072.65750000,76.983139217800
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-10-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,8,8,36506.98000000,270516.72180000,292055.84,21539.11820000,7.375000000000,56604.32,213912.40180000,79.075482054000
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-11-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,10,10,37743.46000000,344597.78980000,377434.60,32836.81020000,8.700000000000,71317.90,273279.88980000,79.304016998700
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2024-12-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,9,9,39127.93000000,335326.36010000,352151.37,16825.00990000,4.777777777800,64788.03,270538.33010000,80.679112140000
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2025-01-01,0.018000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,3,3,39640.78000000,102669.62020000,118922.34,16252.71980000,13.666666666700,21619.17,81050.45020000,78.942972655500
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2025-02-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,10,10,40037.62000000,371148.73740000,400376.20,29227.46260000,7.300000000000,72086.40,299062.33740000,80.577490171500
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2025-03-01,0.066000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,11,11,40518.12000000,414905.54880000,445699.32,30793.77120000,6.909090909100,79303.95,335601.59880000,80.886264300500
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2025-04-01,0.024000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,4,4,41367.75000000,158852.16000000,165471.00,6618.84000000,4.000000000000,28837.80,130014.36000000,81.846139202600
Antioquia,Agua,ACHE2O Con Gas 1L x 6uds,Zulianita,2025-05-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 1L x 6uds,6,6,42517.87000000,250430.25430000,255107.22,4676.96570000,1.833333333300,43571.94,206858.31430000,82.601167689700
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2022-07-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,10,10,17358.76000000,173587.60000000,173587.60,0.00000000,0.000000000000,61080.40,112507.20000000,64.812924425500
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2022-08-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,10,10,17549.90000000,171813.52100000,175499.00,3685.47900000,2.100000000000,61478.40,110335.12100000,64.217949994800
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2022-09-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,9,9,18260.58000000,163066.97940000,164345.22,1278.24060000,0.777777777800,55374.12,107692.85940000,66.042101102400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2022-10-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,18782.79000000,121336.82340000,131479.53,10142.70660000,7.714285714300,43460.62,77876.20340000,64.181837976200
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2022-11-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,9,9,19081.52000000,168489.82160000,171733.68,3243.85840000,1.888888888900,56227.68,112262.14160000,66.628441133100
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2022-12-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,10,10,19696.15000000,196961.50000000,196961.50,0.00000000,0.000000000000,62846.20,134115.30000000,68.092139834400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-01-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,6,6,20490.66000000,120485.08080000,122943.96,2458.87920000,2.000000000000,37748.34,82736.74080000,68.669697734100
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-02-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,8,8,20919.78000000,167358.24000000,167358.24,0.00000000,0.000000000000,50470.00,116888.24000000,69.843134105600
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-03-01,0.018000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,3,3,21720.00000000,65160.00000000,65160.00,0.00000000,0.000000000000,19012.05,46147.95000000,70.822513812200
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-04-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,22078.73000000,154551.11000000,154551.11,0.00000000,0.000000000000,44418.50,110132.61000000,71.259669374100
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-05-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,6,6,23143.90000000,118496.76800000,138863.40,20366.63200000,14.666666666700,38120.16,80376.60800000,67.830211200400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-06-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,10,10,24178.65000000,223410.72600000,241786.50,18375.77400000,7.600000000000,63884.70,159526.02600000,71.404819659400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-07-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,6,6,24777.14000000,146928.44020000,148662.84,1734.39980000,1.166666666700,38451.66,108476.78020000,73.829668410200
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-08-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,6,6,25738.99000000,143623.56420000,154433.94,10810.37580000,7.000000000000,38663.22,104960.34420000,73.080169528300
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-09-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,26643.86000000,166790.56360000,186507.02,19716.45640000,10.571428571400,45398.64,121391.92360000,72.781050066600
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-10-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,27331.84000000,174650.45760000,191322.88,16672.42240000,8.714285714300,45546.90,129103.55760000,73.921110413400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-11-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,28519.22000000,189938.00520000,199634.54,9696.53480000,4.857142857100,45562.65,144375.35520000,76.011830832900
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2023-12-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,29127.15000000,198647.16300000,203890.05,5242.88700000,2.571428571400,45820.39,152826.77300000,76.933780826300
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-01-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,9,9,30080.81000000,259898.19840000,270727.29,10829.09160000,4.000000000000,59432.31,200465.88840000,77.132465570800
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-02-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,9,9,30448.83000000,261555.44970000,274039.47,12484.02030000,4.555555555600,59858.64,201696.80970000,77.114359471900
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-03-01,0.078000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,13,13,30913.93000000,382096.17480000,401881.09,19784.91520000,4.923076923100,86517.73,295578.44480000,77.357080309600
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-04-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,6,6,31307.02000000,179076.15440000,187842.12,8765.96560000,4.666666666700,39991.80,139084.35440000,77.667713418400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-05-01,0.036000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,6,6,32274.76000000,184611.62720000,193648.56,9036.93280000,4.666666666700,40367.76,144243.86720000,78.133684962200
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-06-01,0.024000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,4,4,32900.91000000,131603.64000000,131603.64,0.00000000,0.000000000000,27114.92,104488.72000000,79.396527330100
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-07-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,9,9,34509.53000000,294021.19560000,310585.77,16564.57440000,5.333333333300,61214.85,232806.34560000,79.180123434600
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-08-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,8,8,35424.23000000,256825.66750000,283393.84,26568.17250000,9.375000000000,54821.76,202003.90750000,78.654096168200
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-09-01,0.024000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,4,4,36476.27000000,126937.41960000,145905.08,18967.66040000,13.000000000000,27560.28,99377.13960000,78.288293486000
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-10-01,0.048000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,8,8,37606.57000000,283929.60350000,300852.56,16922.95650000,5.625000000000,55474.32,228455.28350000,80.461945737200
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-11-01,0.060000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,10,10,38578.31000000,374595.39010000,385783.10,11187.70990000,2.900000000000,69450.40,305144.99010000,81.459889300400
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2024-12-01,0.054000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,9,9,40233.85000000,353655.54150000,362104.65,8449.10850000,2.333333333300,63014.40,290641.14150000,82.181984274100
Antioquia,Agua,ACHE2O Con Gas 500mL x 12uds,Zulianita,2025-01-01,0.042000,Antioquia-Agua-ACHE2O Con Gas 500mL x 12uds,7,7,41357.98000000,254765.15680000,289505.86,34740.70320000,12.000000000000,49067.69,205697.46680000,80.740031087300
